id,authors,title,year,venue,entityUrl
1405,"Michael J. Carey, Markos Zaharioudakis",Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,1997,SIGMOD Conference,conf/sigmod/ZaharioudakisC97
1406,"Sebastiaan H. von Solms, Martin S. Olivier",A Taxonomy for Secure Object-Oriented Databases,1994,ACM Trans. Database Syst.,journals/tods/OliverS94
1407,"Rajeev Rastogi, S. Seshadri, Minos N. Garofalakis, Aristides Gionis, Kyuseok Shim",XTRACT: A System for Extracting Document Type Descriptors from XML Documents,2000,SIGMOD Conference,conf/sigmod/GarofalakisGRSS00
1408,"Haixun Wang, Chang Luo, Carlo Zaniolo",ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams,2003,VLDB,conf/vldb/WangZL03
1409,"Kenneth A. Ross, Fran�oise Fabret, Fran�ois Llirbat, Jo�o Pereira, Hans-Arno Jacobsen, Dennis Shasha",Filtering Algorithms and Implementation for Very Fast Publish/Subscribe,2001,SIGMOD Conference,conf/sigmod/FabretJLPRS01
1410,"David Maier, Leonidas Fegaras",Towards an Effective Calculus for Object Query Languages,1995,SIGMOD Conference,conf/sigmod/FegarasM95
1411,"Jim Melton, Charles E. Campbell, Andrew Eisenberg",XML schema,2003,SIGMOD Record,journals/sigmod/CampbellEM03
1412,Rudolf Bayer,Document Management as a Database Problem,1995,VLDB,conf/vldb/Bayer95
1413,"Yossi Matias, Phillip B. Gibbons, Viswanath Poosala",Fast Incremental Maintenance of Approximate Histograms,1997,VLDB,conf/vldb/GibbonsMP97
1414,"Sihem Amer-Yahia, Divesh Srivastava, Laks V. S. Lakshmanan, SungRan Cho",Minimization of Tree Pattern Queries,2001,SIGMOD Conference,conf/sigmod/Amer-YahiaCLS01
1415,"Kimberly M. James, Isabel F. Cruz",A User-Centered Interface for Querying Distributed Multimedia Databases,1999,SIGMOD Conference,conf/sigmod/CruzJ99
1416,"Alfons Kemper, Reinhard Braumandl, Jens Clau�en",Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,1998,VLDB,conf/vldb/BraumandlCK98
1417,Pedro Celis,The Query Optimizer in Tandem's new ServerWare SQL Product,1996,VLDB,conf/vldb/Celis96
1418,"Stephen Dill, Andrew Tomkins, Ravi Kumar, Sridhar Rajagopalan, Kevin S. McCurley, D. Sivakumar",Self-similarity in the Web,2001,VLDB,conf/vldb/DillKMRST01
1419,Richard T. Snodgrass,Developments at ACM TODS,2003,SIGMOD Record,journals/sigmod/Snodgrass03c
1420,"Stefano De Francisci, Rossella Molinaro, Orietta Gargano, Mario Paolucci, Leonardo Tininini, Giuseppe Sindoni, Paola Patteri, Amedea Ambrosetti, Pina Ticca, Cristina Bedeschi",SIT-IN: a Real-Life Spatio-Temporal Information System,2001,VLDB,conf/vldb/SindoniTABFGMPPT01
1421,"Valeria De Antonellis, Barbara Pernici, Maria Grazia Fugini, Silvana Castano",Conceptual Schema Analysis: Techniques and Applications,1998,ACM Trans. Database Syst.,journals/tods/CastanoAFP98
1422,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",On the Discovery of Interesting Patterns in Association Rules,1998,VLDB,conf/vldb/RamaswamyMS98
1423,Bruce G. Lindsay,"DB2 Common Server: Technology, Progress, & Directions",1995,VLDB,conf/vldb/Lindsay95
1424,"Ming-Chien Shan, Fabio Casati",Models and Languages for Describing and Discovering E-Services,2001,SIGMOD Conference,conf/sigmod/CasatiS01
1425,Dan Suciu,Distributed query evaluation on semistructured data,2002,ACM Trans. Database Syst.,journals/tods/Suciu02
1426,Susan Malaika,Database Management Systems and the Internet,1996,VLDB,conf/vldb/Malaika96
1427,"Ashraf Aboulnaga, Jeffrey F. Naughton, Alaa R. Alameldeen",Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,2001,VLDB,conf/vldb/AboulnagaAN01
1428,"Tova Milo, Roger Weber, Ioana Manolescu, Omar Benjelloun, Serge Abiteboul",Active XML: Peer-to-Peer Data and Web Services Integration,2002,VLDB,conf/vldb/AbiteboulBMMW02
1429,"Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold, Anant Jhingran, S. Misbah Deen",A 20/20 Vision of the VLDB-2020?,2000,VLDB,conf/vldb/DeenJNNW00
1430,"Berthier A. Ribeiro-Neto, Alberto H. F. Laender, Altigran Soares da Silva, Juliana S. Teixeira",A Brief Survey of Web Data Extraction Tools,2002,SIGMOD Record,journals/sigmod/LaenderRST02
1431,Arie Segev,Editor's Notes,1994,SIGMOD Record,journals/sigmod/Segev94a
1432,"Antony L. Hosking, Jiawan Chen","PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance",1999,VLDB,conf/vldb/HoskingC99
1433,"Joseph M. Hellerstein, Jeffrey F. Naughton",Query Execution Techniques for Caching Expensive Methods,1996,SIGMOD Conference,conf/sigmod/HellersteinN96
1434,"Peter J. Haas, Joseph M. Hellerstein",Online Query Processing,2001,SIGMOD Conference,conf/sigmod/HaasH01
1435,Dennis Shasha,"Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial)",1997,SIGMOD Conference,conf/sigmod/Shasha97
1436,Weidong Chen,Declarative Updates of Relational Databases,1995,ACM Trans. Database Syst.,journals/tods/Chen95
1437,"R. F. Churchhouse, W. A. Gray, N. B. Idris",Providing Dynamic Security Control in a Federated Database,1994,VLDB,conf/vldb/IdrisGC94
1438,"Vassilis Christophides, Dimitris Plexousakis, Panos Constantopoulos","Semantic Web Workshop: Models, Architectures and Management",2001,SIGMOD Record,journals/sigmod/ConstantopoulosCP01
1439,"Joachim W. Schmidt, Florian Matthes",Persistent Threads,1994,VLDB,conf/vldb/MatthesS94
1440,"Binto George, Jayant R. Haritsa",Secure Transaction Processing in Firm Real-Time Database Systems,1997,SIGMOD Conference,conf/sigmod/GeorgeH97
1441,"Peter Dadam, Christian Kalus",Flexible Relations - Operational Support of Variant Relational Structures,1995,VLDB,conf/vldb/KalusD95
1442,"Carl Staelin, Paul M. Aoki, Witold Litwin, Michael Stonebraker, Adam Sah, Jeff Sidell, Andrew Yu, Avi Pfeffer",Mariposa: A Wide-Area Distributed Database System,1996,VLDB J.,journals/vldb/StonebrakerALPSSSY96
1443,"Martin R. Frank, Natalya Fridman Noy, Steffen Staab",Report on the Semantic Web Workshop at WWW 2002,2002,SIGMOD Record,journals/sigmod/FrankNS02
1444,Richard T. Snodgrass,Overview of the Special Section on Temporal Database Infrastructure,1994,SIGMOD Record,journals/sigmod/Snodgrass94
1445,"Martin Grohe, Peter Buneman, Christoph Koch",Path Queries on Compressed XML,2003,VLDB,conf/vldb/KochBG03
1446,"Bernhard Seeger, Bj�rn Blohsfeld, Dieter Korus",A Comparison of Selectivity Estimators for Range Queries on Metric Attributes,1999,SIGMOD Conference,conf/sigmod/BlohsfeldKS99
1447,"Dennis Shasha, Jim Gray, Patrick E. O'Neil, Pat Helland",The Dangers of Replication and a Solution,1996,SIGMOD Conference,conf/sigmod/GrayHOS96
1448,"Denis Lee, Wayne Niblack, James L. Hafner, Dragutin Petkovic, Myron Flickner, Jonathan Ashley",The Query By Image Content (QBIC) System,1995,SIGMOD Conference,conf/sigmod/AshleyFHLNP95
1449,"Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki",Distributed deviation detection in sensor networks,2003,SIGMOD Record,journals/sigmod/PalpanasPKG03
1450,"Serge Abiteboul, Richard Hull",Response to A Close Look at the IFO Data Model,1995,SIGMOD Record,journals/sigmod/AbiteboulH95
1451,Dan Suciu,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,1996,VLDB,conf/vldb/Suciu96
1452,Philip Wadler,"Et tu, XML? The downfall of the relational empire (abstract)",2001,VLDB,conf/vldb/Wadler01
1453,"Lars Arge, Jeffrey Scott Vitter, Torsten Suel, Sridhar Ramaswamy, Octavian Procopiuc",Scalable Sweeping-Based Spatial Join,1998,VLDB,conf/vldb/ArgePRSV98
1454,"Kunikazu Yoda, Hirofumi Matsuzawa, Takeshi Tokuyama, Yasuhiko Morimoto, Takeshi Fukuda",Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,1998,VLDB,conf/vldb/MorimotoFMTY98
1455,"Yong-Jin Choi, Chin-Wan Chung",Selectivity estimation for spatio-temporal queries to moving objects,2002,SIGMOD Conference,conf/sigmod/ChoiC02
1456,"Anna C. Gilbert, Martin Strauss, Yannis Kotidis, S. Muthukrishnan",Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,2001,VLDB,conf/vldb/GilbertKMS01
1457,"Ben Shneiderman, Richard Beigel, Egemen Tanin",Incremental data Structures and Algorithms for Dynamic Query Interfaces,1996,SIGMOD Record,journals/sigmod/TaninBS96
1458,"Norio Katayama, Shin'ichi Satoh",The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,1997,SIGMOD Conference,conf/sigmod/KatayamaS97
1459,"Michael Stonebraker, Jean T. Anderson",SEQUOIA 2000 Metadata Schema for Satellite Images,1994,SIGMOD Record,journals/sigmod/AndersonS94
1460,"Sanjeev Khanna, Peter Buneman, Wang Chiew Tan, Keishi Tajima",Archiving scientific data,2002,SIGMOD Conference,conf/sigmod/BunemanKTT02
1461,"Arvind Arasu, Hector Garcia-Molina",Extracting Structured Data from Web Pages,2003,SIGMOD Conference,conf/sigmod/ArasuG03
1462,"Eric Hughes, Leonard J. Seligman, Arnon Rosenthal, Scott Renner",A Consumer Viewpoint on Mediator Languages - a Proposal for a Standard,1997,SIGMOD Record,journals/sigmod/RosenthalHRS97
1463,Yannis Kotidis,A Data Warehousing Architecture for Enabling Service Provisioning Process,2001,VLDB,conf/vldb/Kotidis01
1464,"Antonio Massari, Panos K. Chrysanthis, Lorenzo Saladini, Stefano Pavani",QBI: Query By Icons,1995,SIGMOD Conference,conf/sigmod/MassariPSC95
1465,"Sriram Raghavan, Hector Garcia-Molina",Crawling the Hidden Web,2001,VLDB,conf/vldb/RaghavanG01
1466,Mario A. Nascimento,Peer-to-peer: harnessing the power of disruptive technologies,2003,SIGMOD Record,journals/sigmod/Nascimento03
1467,"Yaw-Huei Chen, Chi-Sheng Shih, Chiang Lee",A graph-theoretic model for optimizing queries involving methods,2001,VLDB J.,journals/vldb/LeeSC01
1468,"James Clifford, Ramez Elmasri, Michael D. Soo, Wolfgang K�fer, Nick Kline, Arie Segev, Suryanarayana M. Sripada, Fabio Grandi, John F. Roddick, Richard T. Snodgrass, Christian S. Jensen, Nikos A. Lorentzos, Ilsoo Ahn, Gad Ariav, Don S. Batory, T. Y. Cliff Leung, Curtis E. Dyreson, Krishna G. Kulkarni",A TSQL2 Tutorial,1994,SIGMOD Record,journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a
1469,"Shalom Tsur, Rajeev Motwani, Sergey Brin, Jeffrey D. Ullman",Dynamic Itemset Counting and Implication Rules for Market Basket Data,1997,SIGMOD Conference,conf/sigmod/BrinMUT97
1470,"Hans Fritschi, Arne Koschel, G�nter von B�ltzingsloewen, Stella Gatziu",Unbundling Active Functionality,1998,SIGMOD Record,journals/sigmod/GatziuKBF98
1471,"Flip Korn, Yunyue Zhu, S. Muthukrishnan",Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases,2003,VLDB,conf/vldb/KornMZ03
1472,"Yannis Kotidis, Nick Roussopoulos",The Cubetree Storage Organization,1998,VLDB,conf/vldb/RoussopoulosK98
1473,"Sheung-lun Hung, Shan-hoi Ng",Multigranularity Locking in Multiple Job Classes Transaction Processing System,1995,SIGMOD Record,journals/sigmod/NgH95
1474,"Vivek R. Narasayya, Gautam Das, Surajit Chaudhuri","A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries",2001,SIGMOD Conference,conf/sigmod/ChaudhuriDN01
1475,"Sihem Amer-Yahia, Divesh Srivastava, SungRan Cho, Laks V. S. Lakshmanan",Optimizing the Secure Evaluation of Twig Queries,2002,VLDB,conf/vldb/ChoALS02
1476,John Gaffney,Illustra's Web DataBlade Module,1996,SIGMOD Record,journals/sigmod/Gaffney96
1477,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",Sequence Query Processing,1994,SIGMOD Conference,conf/sigmod/SeshadriLR94
1478,Kenneth R. Jacobs,Innovation in Database Management: Computer Science vs. Engineering,1997,VLDB,conf/vldb/Jacobs97
1479,"Sridhar Ramaswamy, Paris C. Kanellakis",OODB Indexing by Class-Division,1995,SIGMOD Conference,conf/sigmod/RamaswamyK95
1480,Michael J. Carey,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",2000,VLDB,conf/vldb/Carey00
1481,Costas Vassilakis,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,2000,SIGMOD Record,journals/sigmod/Vassilakis00
1482,"Surajit Chaudhuri, Sanjay Agrawal, Vivek R. Narasayya",Automated Selection of Materialized Views and Indexes in SQL Databases,2000,VLDB,conf/vldb/AgrawalCN00
1483,"Vassilis J. Tsotras, Carlo Zaniolo, Shu-Yao Chien",Efficient Management of Multiversion Documents by Object Referencing,2001,VLDB,conf/vldb/ChienTZ01
1484,"Tamer Kahveci, Ambuj K. Singh",Efficient Index Structures for String Databases,2001,VLDB,conf/vldb/KahveciS01
1485,Jiawei Han,Data Mining Techniques,1996,SIGMOD Conference,conf/sigmod/Han96
1486,"Julia E. Hodges, Shekar Ramanathan",Extraction of Object-Oriented Structures from Existing Relational Databases,1997,SIGMOD Record,journals/sigmod/RamanathanH97
1487,"Benjamin W. Wah, Yixin Chen, Jianyong Wang, Guozhu Dong, Jiawei Han",Multi-Dimensional Regression Analysis of Time-Series Data Streams,2002,VLDB,conf/vldb/ChenHWW02
1488,?,"Proceedings of the 2000 ACM SIGMOD International Conference on Management of Data, May 16-18, 2000, Dallas, Texas, USA",2000,SIGMOD Conference,conf/sigmod/2000
1489,Yannis E. Ioannidis,Dynamic Information Visualization,1996,SIGMOD Record,journals/sigmod/Ioannidis96
1490,"Dongwon Lee, Wesley W. Chu",Comparative Analysis of Six XML Schema Languages,2000,SIGMOD Record,journals/sigmod/LeeC00
1491,Ralf Hartmut G�ting,GraphDB: Modeling and Querying Graphs in Databases,1994,VLDB,conf/vldb/Guting94
1492,"Jim Gray, Goetz Graefe","The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb",1997,SIGMOD Record,journals/sigmod/GrayG97
1493,"Tirthankar Lahiri, N. MacNaughton, Sashikanth Chandrasekaran, Wilson Chan, Vinay Srihari",Cache Fusion: Extending Shared-Disk Clusters with Shared Caches,2001,VLDB,conf/vldb/LahiriSCMC01
1494,"Rudolf Legat, Arne Koschel, Andree Keitel, Ralf Kramer, Claudia Rolker, Ralf Nikolai, Peter C. Lockemann, Konrad Zirm",WWW-UDK: A Web-based Environmental Meta-Information System,1997,SIGMOD Record,journals/sigmod/KramerNKRLKLZ97
1495,"Gottfried Vossen, Jens Lechtenb�rger",On the computation of relational view complements,2003,ACM Trans. Database Syst.,journals/tods/LechtenborgerV03
1496,"Robert W. Irving, Malcolm P. Atkinson, Ela Hunt",Database indexing for large DNA and protein sequence collections,2002,VLDB J.,journals/vldb/HuntAI02
1497,"Alin Deutsch, Val Tannen",MARS: A System for Publishing XML from Mixed and Redundant Storage,2003,VLDB,conf/vldb/DeutschT03
1498,"S. Sudarshan, P. P. S. Narayan, Rama Kanneganti, H. V. Jagadish, S. Seshadri",Incremental Organization for Data Recording and Warehousing,1997,VLDB,conf/vldb/JagadishNSSK97
1499,Murali Mani,Understanding the semantics of sensor data,2003,SIGMOD Record,journals/sigmod/Mani03
1500,"Ibrahim Korpeoglu, H�seyin �zg�r Tan",Power efficient data gathering and aggregation in wireless sensor networks,2003,SIGMOD Record,journals/sigmod/TanK03
1501,"Ralf Schneider, Thomas Brinkhoff, Bernhard Seeger, Hans-Peter Kriegel",Multi-Step Processing of Spatial Joins,1994,SIGMOD Conference,conf/sigmod/BrinkhoffKSS94
1502,"Quan Z. Sheng, Anne H. H. Ngu, Ron Lei, Du Q. Huynh",Combining multi-visual features for efficient indexing in a large image database,2001,VLDB J.,journals/vldb/NguSHL01
1503,"Eric Freeman, David Gelernter",Lifestreams: A Storage Model for Personal Data,1996,SIGMOD Record,journals/sigmod/FreemanG96
1504,Chen Li,Computing complete answers to queries in the presence of limited access patterns,2003,VLDB J.,journals/vldb/Li03
1505,"Alexandra Poulovassilis, Mark Levene",Report on the Web Dynamics Workshop at WWW 2002,2002,SIGMOD Record,journals/sigmod/LeveneP02
1506,"Yue Huang, Yandong Cai, Yongjian Fu, Nick Cercone, Jiawei Han",DBLearn: A System Prototype for Knowledge Discovery in Relational Databases,1994,SIGMOD Conference,conf/sigmod/HanFHCC94
1507,"David Konopnicki, Oded Shmueli",Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System,1998,ACM Trans. Database Syst.,journals/tods/KonopnickiS98
1508,"Chenyi Xia, Wynne Hsu, Keng Lik Teo, Mong-Li Lee, Beng Chin Ooi, Pranab Kumar Mohanty",Advanced Database Technologies in a Diabetic Healthcare System,2002,VLDB,conf/vldb/HsuLOMTX02
1509,"C�sar A. Galindo-Legaria, Florian Waas","Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer",2000,SIGMOD Conference,conf/sigmod/WaasG00
1510,"Jan Flokstra, Annita N. Wilschut, Peter M. G. Apers",Parallel Evaluation of Multi-Join Queries,1995,SIGMOD Conference,conf/sigmod/WilschutFA95
1511,"Erik Riedel, Gregory R. Ganger, David Nagle, Christos Faloutsos",Data Mining on an OLTP System (Nearly) for Free,2000,SIGMOD Conference,conf/sigmod/RiedelFGN00
1512,"Srinath Srinivasa, Sujit Kumar",A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures,2003,VLDB,conf/vldb/SrinivasaK03
1513,"Klaus R. Dittrich, Ruxandra Domenig",An Overview and Classification of Mediated Query Systems,1999,SIGMOD Record,journals/sigmod/DomenigD99
1514,"Kaushik Chakrabarti, Sharad Mehrotra",Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,2000,VLDB,conf/vldb/ChakrabartiM00
1515,Ibrahim Cingil,Supporting Global User Profiles Through Trusted Authorities,2002,SIGMOD Record,journals/sigmod/Cingil02
1516,?,MQSeries and CICS Link for Lotus Notes,1996,SIGMOD Record,journals/sigmod/Anonymous96
1517,"Runping Qi, Kuan Yee, Brian Sterling, Nicolas Adiba, Michael J. Carey, David Rieber, Steve Kirsch, Michael Blow, John C. Shafer, Rajendra Panwar, Daniela Florescu, Mary Roth, Dan Wineman, David Li, Bert Van der Linden, Brian Vickery, Ivan Oprencak, Tolga Urhan",The Propel Distributed Services Platform,2001,VLDB,conf/vldb/CareyKRLABFLOPQRSSUVWY01
1518,"Kinji Ono, Jihad Boulos",Cost Estimation of User-Defined Methods in Object-Relational Database Systems,1999,SIGMOD Record,journals/sigmod/BoulosO99
1519,Peter Z. Revesz,Safe Query Languages for Constraint Databases,1998,ACM Trans. Database Syst.,journals/tods/Revesz98
1520,"Theodore Johnson, Charles D. Cranor, Oliver Spatscheck, Vladislav Shkapenyuk",Gigascope: A Stream Database for Network Applications,2003,SIGMOD Conference,conf/sigmod/CranorJSS03
1521,"Martin Theobald, Sergej Sizov, Jens Graupmann",From Focused Crawling to Expert Information: an Application Framework for Web Exploration and Portal Generation,2003,VLDB,conf/vldb/SizovGT03
1522,Jia Liang Han,"Optimizing Relational Queries in Connection Hypergraphs: Nested Queries, Views, and Binding Propagations",1998,VLDB J.,journals/vldb/Han98
1523,"Tolga Urhan, Michael J. Franklin, Laurent Amsaleg",Cost Based Query Scrambling for Initial Delays,1998,SIGMOD Conference,conf/sigmod/UrhanFA98
1524,"Ethan L. Miller, Theodore Johnson",Performance Measurements of Tertiary Storage Devices,1998,VLDB,conf/vldb/JohnsonM98
1525,"Tianqiu Wang, Yannis Papakonstantinou, Nick Koudas, Vagelis Hristidis, Andrey Balmin, Divesh Srivastava",A System for Keyword Proximity Search on XML Databases,2003,VLDB,conf/vldb/BalminHKPSW03
1526,"Giansalvatore Mecca, Valter Crescenzi, Paolo Merialdo",RoadRunner: Towards Automatic Data Extraction from Large Web Sites,2001,VLDB,conf/vldb/MeccaCM01
1527,Rafael Camps,From Ternary Relationship to Relational Tables: A Case Against Common Beliefs,2002,SIGMOD Record,journals/sigmod/Camps02
