id,title,starring,entityUrl,writer,editor
13904,,Tito Lusiardo,Match370,Rodolfo M. Taboada,
13905,,Belinda Bauer,Match22350,Richard Condon,
13906,May,Angela Bettis,Match6183,Lucky McKee,
13907,Cannibal Ferox,Danilo Mattei,Match17737,Umberto Lenzi,
13908,,Izabella Dorota Scorupco,Match16059,Jerzy Hoffman,
13909,,Ayumi Hamasaki,Match2510,Ryosuke Hashiguchi,
13910,A Tale of Two Cities,,Match1041,Eugene Mullin,
13911,War,Jason Statham,D113911,"Lee Anthony Smith
Gregory J. Bradley",
13912,,Vicky Dawson,Match18358,Neal F. Barbera,
13913,Southland Tales,Seann William Scott,Match8147,Richard Kelly,
13914,Jan Dara,Suwinit Panjamawat,Match20028,"Nonzee Nimibutr
Sirapak Paoboonkerd

Utsana Phleungtham",
13915,,Sophia Kosow,D113915,Virginia van Upp,
13916,The King of Masks,Zhou Renying,Match3265,Wei Minglun,
13917,Palme d'Or,Robert Shaw (actor),Match21949,Wolf Mankowitz,
13918,,Frank Sinatra,Match6814,Merle Miller,
13919,,,D113919,Jai Al-Attas,
13920,Mr. Boogedy,Benji Gregory,D113920,Michael Janover,
13921,Don't Be Afraid of the Dark,Dana James Hutton,Match4560,Nigel McKeand,
13922,It,Antonio Moreno,Match6952,"Elinor Glyn (novel)
Hope Loring and
Louis D. Lighton",
13923,Candy,Heath Andrew Ledger,Match638,Luke Davies,
13924,,Marco Rima,Match5003,,
13925,Zelig,Maria de Lourdes Villiers-Farrow,Match17542,Allen Stewart Ku00F6nigsberg,
13926,The Marriage Cirlce,Monte Blue,Match22325,Paul Bern,
13927,Romance,Caroline Ducey,Match18266,Catherine Breillat,
13928,Meet Me In St. Louis,Mary Tomlinson,Match19146,Sally Benson,
13929,,Joely Kim Richardson,Match280,John Fusco,
13930,Saudagar,Yusuf Khan,Match1985,Sachin Bhowmick,
13931,Do Rio a Su00E3o Paulo Para Casar,,Match20734,José Medina,
13932,,Bindu,Match19178,,
13933,Shabd,Aishwarya Rai,Match7579,Leena Yadav,
13934,,Héctor Alterio,Match5798,Marcelo Figueras,
13935,The Holy Mountain,Luis Trenker,Match10158,Hans Schneeberger,
13936,,Indrani Halder,Match7954,Sharat Chandra Chattopadhyay,
13937,La Soufriu00E8re,,Match19701,,
13938,It Takes Two,Steven Robert Guttenberg,Match1740,Deborah Dean Davis,
13939,,Robert Kurtzman,Match10886,,
13940,The Wrong Guy,Joe Flaherty,Match20753,David Anthony Higgins,
13941,,Constance Frances Marie Ockelman,Match9736,"Thomas Casey
Brad F. Grinter",
13942,Azadi,Rodney Afif,Match19670,Anthony Theo Maras,
13943,Mishima: A Life in Four Chapters,Ken Ogata,Match2381,Leonard Schrader,
13944,The Apartment,John Uhler Lemmon III,Match6117,I.A.L. Diamond,
13945,A History of the Blue Movie,Bonnie Holliday,Match1150,,
13946,LOL,"Kevin Bewersdorf
Joe Swanberg
C. Mason Wells
Tipper Newton
Brigid Reagan
Greta Gerwig
Kate Winterich",Match6373,"Kevin Bewersdorf
Joe Swanberg
C. Mason Wells",
13947,,Kasumi Toyama<BR>Shiori Yonezawa<BR>Hajime Atsuta<BR>Junichiro Tsukada<BR>Shohei Machida,Match5854,,
13948,,"Akara Amarttayakul
Thawatchai Penpakdee
Sonthaya Chitmanee
Sarita Kongpech
Sangthong Ket-U-Tong",D113948,Kongkiat Khomsiri,
13949,,Ashley Walters,Match13090,Catherine Johnson,
13950,,James Stewart (actor),Match20662,Oscar Brodney,
13951,,Ted Wass (actor),Match3115,Geoffrey Edwards,
13952,,Tse Ting-Fung (u8B1Du9706u92D2),Match19000,Tsui Hark,
13953,Ratcatcher,Tommy Flanagan (actor),Match198,Lynne Ramsay,
13954,Rolling Kansas,Jay Paulson,Match18650,Thomas McMillen,
13955,,Tiny Brauer,D113955,Felix Adler,
13956,Mandi,Smita Patil,Match13098,Shyam Benegal,
13957,Mayis Sikintisi,Fatma Ceylan,Match2107,Nuri Bilge Ceylan,
13958,A Slight Case of Murder,Ruth Donnelly,Match9184,"Damon Runyon (play)
Howard Lindsay (play)
Earl Baldwin
Joseph Schrank",
13959,The Nanny Diaries,Scarlett Johansson,Match2055,"Shari Springer Berman
(screenplay)
Robert Pulcini
(screenplay)",
13960,,Goran Milos,Match20191,Peter Soby Jr.,
13961,,Prunella Margaret Rumney Illingworth,D113961,Paul Simpkin and Gary Sinyor,
13962,EuroTrip,Travis Wester,Match21348,David Mandel,
13963,Amma Ariyan,Maji Venkatesh,Match18526,John Abraham (Director),
13964,A Time to Kill,Sandra Annette Bullock,Match7214,Akiva Goldsman,
13965,,Vasant Choudhury,D113965,Kamal Kumar Majumdar,
13966,,Krenar Arifi,D113966,Vath Koreshi,
13967,,John Tyrrell,Match19510,Felix Adler (screenwriter),
13968,The Pink Panther,Juan Moreno y Herrera Jimu00E9nez,Match9000,Rawson Marshall Thurber,
13969,,William Clark Gable,Match12920,Howard Winchester Hawks,
13970,Academy Award for Best Picture,Russell Irving Tamblyn,Match9881,Jerome Rabinowitz,
13971,Serial (film),Bob Steele (actor),Match20148,Al Martin,
13972,Man in the Chair,Robert John Wagner,D113972,Michael Schroeder,
13973,Charade,Audrey Kathleen Ruston,Match2836,,
13974,,"Jun Chong (as Bruce K.L. Lea), Deborah Dutch (as Deborah Chaplin), Anthony Bronson",Match8405,"Chee Do Hong, Chong Huang",
13975,The Art of War,Donald McNichol Sutherland,Match287,Simon Barry,
13976,,Ivan Pereverzev,Match22291,Arkadi Perventsev,
13977,A Prayer for the Dying,Robert William Hoskins,Match9725,Martin Lynch,
13978,The Perfect Holiday,Morris Chestnut,D113978,Lance Rivera & Marc Calixte,
13979,Pithamagan,Laila,Match11091,Bala (director),
13980,Palme d'Or,Isabelle Renauld,Match12931,Petros Markaris,
13981,,Arturo Gil,D113981,Robert Paul Lewis,
13982,,Edna May Nutter,Match10100,Aldous Huxley,
13983,Young Mr. Lincoln,Marjorie Weaver,Match6137,Lamar Trotti,
13984,Suspect Zero,Carrie-Anne Moss,Match2515,Billy Ray (screenwriter),
13985,She's All That,Anna Helene Paquin,Match11088,R. Lee Fleming Jr.,
13986,,Kristbjörg Kjeld,D113986,Ragnar Bragason,
13987,F/X,Diane Venora,Match5302,Robert T. Megginson,
13988,,,Match6816,Attilio Giovannini,
13989,,"Robert Alley
Robert E. Bean
Kristen Caron
Patrick McCray",Match8426,Lowell Cunningham,
13990,,"Will Ferrell
Pearl McKay
Adam McKay",D113990,John William Ferrell,
13991,Planet of Dinosaurs,Michael Thayer,Match4400,"Jim Aupperle
Ralph Lucas",
13992,,Nathalie Baye,Match10241,,
13993,The Santa Clause 3: The Escape Clause,Liliana Mumy,Match2314,Sebastian Gutierrez,
13994,,Sybille Schmitz,Match8378,Walter Zerlett-Olfenius,
13995,,"William George Zane, Jr.",Match458,Jeff Albert,
13996,The Falcon and the Snowman,Timothy Tarquin Hutton,Match4115,Steven Zaillian,
13997,,Antony Sher,D113997,Jeremy Brock,
13998,Mickey,"Harry Connick, Jr.",Match725,John Grisham,
13999,The Soul Herder,Henry DeWitt Carey II,Match13191,George Hively,
14000,The Big Stampede,Noah Beery,Match401,"Marion Jackson 
 Kurt Kempler",
14001,The Devils,John Woodvine,Match3241,John Whiting,
14002,Ukhod velikovo startza,Olga Petrova,Match11229,,
14003,King Dinosaur,Douglas Henderson (actor),Match4775,Tom Gries,
14004,,John Howard,D114004,Kenneth Higgins,
14005,Charly,Lilia Skala,Match10930,Daniel Keyes,
14006,Windbag the Sailor,Graham Moffatt,Match12431,George Edgar,
14007,,Ajith,D114007,,
14008,Preview clip,Nikolai Okhlopkov,Match7568,Pyotr Pavlenko,
14009,,William Francis Nighy,Match5466,Richard Curtis,
14010,,Marian Nixon,Match11512,Joseph Jackson,
14011,,"Marilyn Chambers, Jessie St. James",Match22244,Kiki Young,
14012,,Fabio DiTomaso,D114012,Peto Menahem,
14013,Io la conoscevo bene,Ugo Tognazzi,Match5398,Ettore Scola,
14014,,Isha Koppikar,Match3175,,
14015,Ernest Rides Again,Ron James (comedian),Match6335,William M. Akers,
14016,0005-25-77,Neil William Flynn,D114016,Patrick Read Johnson,
14017,,,Match4073,"Owen Coughlan
Joshua Dorsey
Alyssa Kuzmarov
Melissa Malkin",
14018,,Charlotte Ayanna,Match7897,Shuo Wang,
14019,Godzilla 2000: Millennium,Mayu Suzuki,Match6231,Michael Schlesinger,
14020,Happiness Is in the Field,Michel Serrault,Match16372,Florence Quentin,
14021,,Robert Lane Saget,D114021,Bob Saget,
14022,,Rae Dawn Chong,Match16602,Mason Nage,
14023,The Pit and the Pendulum,Barbara Steele,Match12890,Richard Matheson,
14024,,Mahjabeen Bano,D114024,Kamal Amrohi,
14025,Pumpkinhead: Ashes to Ashes,,D114025,"Jake West
Barbara Werner",
14026,The Lion King,Todd Jones,Match851,Jonathan Roberts (writer),
14027,The Canterville Ghost,Arthur John Gielgud,Match4610,George Zateslo,
14028,The Capture,Muriel Teresa Wright,Match14010,Niven Busch,
14029,Ted Leo & the Pharmacists: Dirty Old Town,David Cross,Match16088,,
14030,,Yoshio Tsuchiya,Match1648,Minoru Matsui,
14031,,Glenn Close,Match4518,Alison Cross,
14032,Sbatti il mostro in prima pagina,Corrado Solari,Match5833,Sergio Donati,
14033,Klute,Charles Cioffi,Match10357,Andy Lewis,
14034,,Julian Wells,Match5836,Tony Marsiglia,
14035,Royal Flash,Malcolm John Taylor,Match16755,Royal Flash,
14036,A Trap for Santa Claus,Henry Brazeale Walthall,Match7547,,
14037,The Bank Clerk,Roscoe Arbuckle,D114037,Roscoe Arbuckle,
14038,,David Chiang,D114038,Ni Kuang,
14039,High Plains Drifter,Marianna Hill,Match663,Ernest Tidyman,
14040,List of Sundance Film Festival award winners,Hope Davis,Match6512,Joyce Brabner,
14041,Riders of Vengeance,Henry DeWitt Carey II,Match950,Henry DeWitt Carey II,
14042,Invincible,Greg Kinnear,Match4347,Brad Gann,
14043,,Rosetta Jacobs,D114043,Connie Stevens,
14044,His Regeneration,Darr Wittenmyer,Match4818,Max Aronson,
14045,Another Fine Mess,Rich Little,D114045,Bob Einstein,
14046,Interview,Sienna Rose Miller,D114046,Theodor Holman,
14047,,Roscoe Arbuckle,Match3899,Roscoe Arbuckle,
14048,,Paintal (comedian),Match16630,,
14049,The Last Mimzy,Chris O'Neil (actor),D114049,C.L. Moore,
14050,,George Richard Chamberlain,Match15999,Paul Marius,
14051,The Rare Breed,Maureen FitzSimons,Match10729,Rich Hardman,
14052,,Alberto de Mendoza,D114052,,
14053,Asbury Forever,"Michael Greten
Curt Carlson",D114053,Jay McCarey,
14054,You Don't Mess with the Zohan,Adam Richard Sandler,D114054,Adam Richard Sandler,
14055,,Michael Caine,Match7910,Jack Davies,
14056,Sahib Biwi Aur Ghulam,Salman Khan,D114056,Bimal Mitra,
14057,The Double Hold-Up,Hoot Gibson,Match3776,Arthur Henry Gooden,
14058,,M. S. Baskar,Match14179,Sujatha,
14059,Tigershark,Roy Alvarez,Match5770,Mike Stone,
14060,Beomjweui jaeguseong,Park Shin-yang,Match8932,Choi Dong-hun,
14061,,Manuel Maru00EDa Arias Domu00EDnguez,Match6876,Laura Ramos,
14062,The Real Howard Spitz,Patrick McKenna,Match4195,Jurgen Wolff,
14063,Kurenai no buta,Akemi Okamura,Match9307,Hayao Miyazaki,
14064,,Muhammad Kutty,Match6536,Moutathu Gopalakrishnan Unnithan,
14065,,Ernst-Hugo Järegård,Match18956,Tage Danielsson,
14066,,Robert Loggia,Match5384,Barry Beckerman,
14067,,Kim Seung-woo,Match11707,Park Jeong-woo,
14068,His Trysting Place,Phyllis Allen,Match14273,Charlie Chaplin,
14069,Male and Female,Theodore Roberts,D114069,Jeanie Macpherson,
14070,The Brave Little Toaster,Deanna Oliver,Match4153,Joe Ranft,
14071,,Jessica Phyllis Lange,D114071,Flora Rheta Schreiber,
14072,Nella stretta morsa del ragno,Nikolaus Karl Gu00FCnther Nakszyu0144ski,Match5324,,
14073,Big Bird in Japan,,D114073,Jon Stone,
14074,Madame Mystery,Oliver Hardy,Match6061,H.M. Walker,
14075,,,Match9411,Hassan Darabi,
14076,,L.M. Kit Carson,Match13661,Jim McBride,
14077,The Good Mother,William John Neeson,Match11564,Sue Miller,
14078,Prison on Fire II,Roy Cheung,D114078,Nam Yin,
14079,Aakrosh,Om Puri,Match10049,Satyadev Dubey,
14080,,Joseph Zaso,D114080,Andreas Schnaas,
14081,,"Hiroki Matsukata
Tomoko Ogawa",Match6873,"Masaru Igami
Mokuami Kawatake",
14082,Alfie,Shirley Schrift,Match10957,Bill Naughton,
14083,,,D114083,Ina Bruhn,
14084,,Evelyn Ankers,Match5584,Ted Fithian/Neil P. Varnick/Griffin Jay/Henry Sucher,
14085,Big Top Pee-wee,Kristoffer Kristofferson,Match5866,George McGrath,
14086,,Arthur Byron,Match14149,Courtney Terrett,
14087,,Birgitta Andersson,Match9899,Rolf Börjlind,
14088,,Matthew Paige Damon,Match18488,John Grisham,
14089,,Harry Moses Horwitz,Match10549,Felix Adler,
14090,,Shakti Kapoor,Match8305,Kanti Shah,
14091,,Lucille Fay LeSueur,Match19111,Ruth Cummings,
14092,I Want Someone to Eat Cheese With,Sarah Silverman,D114092,Jeff Garlin,
14093,Eloise at the Plaza,Sofia Vladimirovna Vassilieva,Match16487,Janet Brownell,
14094,Boys and Girls,Jason Matthew Biggs,Match7769,Andrew Lowery,
14095,Ronin,"Robert Mario De Niro, Jr.",Match3355,David Mamet,
14096,,Ashley Fuller Olsen,D114096,,
14097,My Blueberry Nights,David Russell Strathairn,Match7260,Lawrence Block,
14098,,Nick Mason,Match3587,,
14099,The Hunted,Tommy Lee Jones,Match14205,David Griffiths (screenwriter),
14100,,,Match7279,Abbas Kiarostami,
14101,Palme d'Or,Harvey Keitel,Match7896,Paul Schrader,
14102,César Award for Best Film,Sara Forestier,Match3563,Ghalia Lacroix,
14103,,Gu00E9rard Xavier Marcel Depardieu,Match12266,Maurice Pialat,
14104,Devil in the Flesh,Phillip Morris,D114104,Kurt Anderson and Richard Brandes,
14105,Blood Brothers,Tony Yang,D114105,"Alexi Tan
Jiang Dan
Tony Chan",
14106,,Dorothy Gish,Match8546,Holman Day,
14107,,Jennifer Aniston,Match9012,"Joe Dietl
Michael Irpino",
14108,The Abominable Snowman,Forrest Tucker,Match10115,Nigel Kneale,
14109,The Goonies,John Matuszak,Match9073,Chris Columbus (filmmaker),
14110,Footrot Flats: The Dog's Tale,Rawiri Paratene,Match6008,Tom Scott (cartoonist),
14111,,Chips Rafferty,Match10943,Moore Raymond,
14112,Champi-Tortu,Pierre Alcover,Match9907,Gaston Chérau,
14113,Deadly Betrayal,Robert Seeliger,D114113,"Howard Friedlander
Ken Peragine",
14114,,Jennifer L. Morrow,Match13583,Barbara Turner,
14115,,Michele Hall,Match2979,Jack Stephens,
14116,Ditto,Joseph Frank Keaton VI,D114116,Paul Girard Smith,
14117,Locura de amor,Jesús Tordesillas,Match16562,,
14118,Swayamvaram,Madhu,Match15861,Moutathu Gopalakrishnan Unnithan,
14119,The Battle,Charles West (actor),Match9334,,
14120,,Muriel Teresa Wright,Match14146,Nunnally Hunter Johnson,
14121,,Margarita Carmen Cansino,Match15786,Julius J. Epstein,
14122,15 Minutes,Edward Burns,Match12601,John Herzfeld,
14123,My Own Private Idaho,River Jude Bottom,Match12279,Gus Van Sant,
14124,Keep Cool,Ge You,Match11042,Shu Ping,
14125,How've You Bean?,Roscoe Arbuckle,Match16930,Jack Henley,
14126,Baadshah,Twinkle Khanna,Match15279,Shyam Goel,
14127,The Power of Salad,Brian Chippendale,Match8276,,
14128,,Cem Y?lmaz,D114128,Cem Y?lmaz,
14129,Hell Ride,Laura Cayouette,D114129,Larry Bishop,
14130,,Kristina Söderbaum,Match19711,Eberhard Wolfgang Möller,
14131,,Freddie Jones,Match7867,Jeff Lieberman,
14132,Beware! Children at Play,"Michael Robertson
Rich Hamilton
Robin Lilly
Lori Tirgrath
Jamie Krause",Match20086,Fred Scharkey,
14133,This Year's Love,Emily Woof,Match8656,David Kane,
14134,Alice in Wonderland,Stanley Faithfull,Match17683,Lewis Carroll,
14135,Allegro non troppo,"Maurizio Micheli
Maurizio Nichetti
Nu00E9stor Garay
Maurialuisa Giovannini",Match14253,Bruno Bozzetto,
14136,The Saint Takes Over,Jonathan Hale,Match5796,Leslie Charteris,
14137,,Tura Satana,D114137,Cody Jarrett,
14138,Pu00E9pu00E9 le Moko,Mireille Balin,Match11587,Jacques Constant,
14139,,"Humberto Dorado
 Florina Lemaitre 
 Fausto Cabrera 
 Frank Ramirez 
Victor Mallarino",D114139,Sergio Cabrera,
14140,The Testament of Dr. Mabuse,Oscar Beregi Sr.,Match16384,Thea von Harbou,
14141,,Desmond Tutu,D114141,,
14142,The Lonely Trail,Marion Robert Morrison,Match13257,Bernard McConville,
14143,A Timely Interception,W. Chrystie Miller,Match18520,William Christy Cabanne,
14144,Blood & Orchids,Jose Ferrer,Match8770,Norman Katkov,
14145,Ikimono no Kiroku,Toshir? Mifune,Match13763,Shinobu Hashimoto,
14146,Pokiri,Mahesh Babu,Match16091,Puri Jagannadh,
14147,,Christian Kane,D114147,Ben Brezinski,
14148,,Tommy Lee Jones,Match19289,Michael Lessac,
14149,,Roddy Bottum,Match19696,,
14150,,Wendy Makkena,Match21956,Kim Powers,
14151,A Boy and His Dog,Susanne Benton,Match16415,Wayne Cruseturner,
14152,,"Aiishwariya Haran 
Jacoba Barber-Rozema
Sonika Ramachandran",Match19424,Mitra Sen,
14153,View Askewniverse,Rosario Dawson,Match19045,Kevin Smith,
14154,,Hu00FClya Avu015Far,D114154,,
14155,La folie du doute,,Match18380,,
14156,,Helen Grieve,Match15234,Harry Watt,
14157,,Mai Zetterling,Match13822,Richard Sale,
14158,,Bill Pullman,Match20522,Wim Wenders,
14159,The Postman Always Rings Twice,Leon Ames,Match15305,"Story:
James M. Cain
Screenplay:
Harry Ruskin
Niven Busch",
14160,The Well,Richard Rober,Match17989,"Russell Rouse
Clarence Greene",
14161,,Molly Helen Shannon,D114161,"Robert Lawson
Johnathan Glatzer",
14162,Alice in Wonderland,Jerry Colonna,Match12935,Joe Rinaldi,
14163,,"Ferenc Bandi
Ju00F3zsefnu00E9 Ru00E1cz",Match21140,György Pálfi,
14164,Catch and Release,Juliette Lewis,D114164,Susannah Grant,
14165,Headin' South,Douglas Elton Thomas Ullman,Match12968,Joseph Aloysius Dwan,
14166,Dead Man's Shoes,Paddy Considine,Match12178,"Shane Meadows
Paddy Considine
Paul Fraser",
14167,BASEketball,Randolph Severn Parker III,Match14041,David Zucker,
14168,,Jerome Lester Horwitz,Match4223,,
14169,,Rene Monclova,Match19199,Jacobo Morales,
14170,Our Wives,Louise Beaudet,Match15255,Anthony E. Wills,
14171,,The Screaming Jets,D114171,,
14172,My Village at Sunset,Roland Eng,Match19449,Norodom Sihanouk,
14173,,Bam Margera,Match20707,,
14174,Tragedy of a Ridiculous Man,Ugo Tognazzi,Match12837,Bernardo Bertolucci,
14175,Mannequin,Kim Victoria Cattrall,Match22759,Michael Gottlieb,
14176,The Matrix Revolutions,Keanu Charles Reeves,Match19327,Wachowski brothers,
14177,,Vivek Anand Oberoi,D114177,Apoorva Lakhia,
14178,Black Caesar,Gloria Hendry,Match17128,Larry Cohen,
14179,Men of Honor,"Robert Mario De Niro, Jr.",Match19169,Scott Marshall Smith,
14180,,Akshay Kapoor,D114180,Ashu Trikha,
14181,Academy Award for Best Foreign Language Film,Sofia Villani Scicolone,Match3145,Billa Billa,
14182,,Kamal Haasan,D114182,,
14183,Mu00E4nner wie wir,Eileen Eilender,Match3593,Benedikt Gollhardt,
14184,,Gabriel Arcand,Match19557,Denys Arcand,
14185,,Dharmendra,D114185,"Dr Balkrishna (Dialogue), Mushtaq Jalili (Screenplay)",
14186,The Crimson Permanent Assurance,"Sydney Arnold
Guy Bertrand
Andrew Bicknell",Match17604,Terry Gilliam,
14187,The Bitter Tea of General Yen,Ruby Catherine Stevens,Match19282,"Grace Zaring Stone (story)
Edward E. Paramore, Jr. (screenplay)",
14188,Mildred Pierce,John Elmer Carson,Match4539,William Faulkner,
14189,Charlie Chan in London,Johan Verner u00D6lund,Match8440,Earl Derr Biggers,
14190,Tank Girl,Ice-T,Match10057,"Tedi Sarafian
Alan Martin (comic)
Jamie Hewlett (comic)",
14191,The Thief of Bagdad,Charles Belcher,Match15032,Lotta Woods,
14192,Bu00F6se Zellen,Kathrin Resetarits,D114192,Barbara Albert,
14193,Three Little Words,Arlene Dahl,Match13164,George Wells,
14194,Kiss Them for Me,Vera Jayne Palmer,Match16844,Julius J. Epstein,
14195,Rocu00EDo de La Mancha,Rocío Dúrca,Match16285,"Luis Lucia
Josu00E9 Luis Colina",
14196,Moon Child,Taro Yamamoto,Match17076,Takahisa Zeze,
14197,A Lady Takes a Chance,Gladys Georgianna Greene,Match15479,Robert Ardrey,
14198,,,Match20391,Jean Cartier,
14199,,Ashaal,D114199,,
14200,,,Match12347,Umetsugu Inoue,
14201,,Ravi Shankar,Match15350,,
14202,Love Don't Cost a Thing,,Match16067,Troy Yvette Beyer,
14203,,Asia Aria Anna Maria Vittoria Rossa Argento,Match16756,Tony Gatlif,
14204,Anatomy 2,Barnaby Metschurat,Match16801,Stefan Ruzowitzky,
14205,Candles in the Dark,Alyssa Jayne Milano,Match12843,Nicholas Niciphor,
14206,,,Match3051,Satyajit Ray,
14207,Academy Award for Best Picture,Robert Newton,Match22502,John N.B. Villiers-Farrow,
14208,Firewalker,Melody Anderson,Match5337,Norman Aladjem,
14209,,Iva Bittová,Match15302,"Duu0161an Hanu00E1k
Duu0161an Duu0161ek",
14210,,Elsie Randolph,Match18987,Filip Jánský,
14211,About Last Night,James Edgar Belushi,Match8689,Denise DeClue,
14212,Deewane Huye Pagal,Shahid Kapoor,Match22378,Neeraj Vora,
14213,Ultime grida dalla savana,,D114213,"Antonio Climati
Mario Morra",
14214,"Heaven Knows, Mr. Allison",Robert Mitchum,Match15292,Charles Shaw (writer),
14215,The Curious Case of Benjamin Button,William Bradley Pitt,D114215,Eric Roth,
14216,Filmfare Best Movie Award,Naaz,Match17810,Bhanu Pratap,
14217,,O-Lan Jones,Match11794,Eli Hollander,
14218,The House Across the Lake,Hillary Brooke,Match12237,,
14219,Hari-Bhari,Rajit Kapur,Match4978,Shama Zaidi,
14220,,Christopher Allen Lloyd,Match3163,Holly Goldberg Sloan,
14221,,"Emma Thompson, Jonathan Pryce",Match13198,Christopher Hampton,
14222,,Marguerite Snow,Match21236,,
14223,Lonelyhearts,Dolores Hart,Match4524,Nathanael West,
14224,,Mumtaz,Match242,,
14225,Son of the Pink Panther,Roberto Remigio Benigni,Match15365,William Blake Crump,
14226,,,Match18895,William Tobe Hooper,
14227,,Lazar Ristovski,Match383,"u017Delimir u017Dilnik
 Branko Andriu0107",
14228,Yojimbo,Toshir? Mifune,Match5057,Ryuzo Kikushima,
14229,,Richard Pryor,Match13885,Sue Wolf,
14230,I Wanna Hold Your Hand,Susan Kendall Newman,Match20040,Robert Lee Zemeckis,
14231,,Hrachia Nersisyan,D114231,Hamo Beknazarian,
