authors,venue,title,year,entityUrl
"Ramez Elmasri, Richard T. Snodgrass, Babis Theodoulidis, Inderpal Singh Mumick, Arie Segev, M. Tamer �zsu, Umeshwar Dayal, Niki Pissinou, Barbara Pernici",SIGMOD Record,Towards an Infrastructure for Temporal Databases: Report of an Invitational ARPA/NSF Workshop,1994,journals/sigmod/PissinouSEMOPSTD94
"Zoran Despotovic, Manfred Hauswirth, Karl Aberer, Philippe Cudr�-Mauroux, Magdalena Punceva, Anwitaman Datta, Roman Schmidt",SIGMOD Record,P-Grid: a self-organizing structured P2P system,2003,journals/sigmod/AbererCDDHPS03
"Johannes Gehrke, Yong Yao",SIGMOD Record,The Cougar Approach to In-Network Query Processing in Sensor Networks,2002,journals/sigmod/YaoG02
Frank Neven,SIGMOD Record,Automata Theory for XML Researchers,2002,journals/sigmod/Neven02
?,SIGMOD Record,ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features,1996,journals/sigmod/ACT-NET96
"Lukasz Golab, M. Tamer �zsu",SIGMOD Record,Issues in data stream management,2003,journals/sigmod/GolabO03
"Wolfgang K�fer, Curtis E. Dyreson, Arie Segev, Krishna G. Kulkarni, Michael D. Soo, Don S. Batory, Ramez Elmasri, Nikos A. Lorentzos, Nick Kline, John F. Roddick, Gad Ariav, James Clifford, Richard T. Snodgrass, Suryanarayana M. Sripada, T. Y. Cliff Leung, Fabio Grandi, Ilsoo Ahn, Christian S. Jensen",SIGMOD Record,TSQL2 Language Specification,1994,journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94
"Paolo Atzeni, Riccardo Torlone",SIGMOD Conference,MDM: a Multiple-Data-Model Tool for the Management of Heterogeneous Database Schemes,1997,conf/sigmod/AtzeniT97
"Andreas M�ller, Marco P�tke, Thomas Seidl, Hans-Peter Kriegel",SIGMOD Conference,Spatial Data Management for Computer Aided Design,2001,conf/sigmod/KriegelMPS01
"Guido Moerkotte, Thomas Neumann, Sven Helmer",VLDB,Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness,2003,conf/vldb/HelmerNM03
Michael L. Brodie,VLDB,Illuminating the Dark Side of Web Services,2003,conf/vldb/Brodie03
"Jeffrey F. Naughton, Ambuj Shatdal, Chander Kant",VLDB,Cache Conscious Algorithms for Relational Query Processing,1994,conf/vldb/ShatdalKN94
"Panos Kalnis, Dimitris Papadias",SIGMOD Conference,Proxy-Server Architectures for OLAP,2001,conf/sigmod/KalnisP01
"Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang",ACM Trans. Database Syst.,Logical Design for Temporal Databases with Multiple Granularities,1997,journals/tods/WangBBJ97
"Prasan Roy, Philip Bohannon, Jayant R. Haritsa, J�r�me Sim�on, Maya Ramanath, Juliana Freire",VLDB,LegoDB: Customizing Relational Storage for XML Documents,2002,conf/vldb/BohannonFHRRS02
"Daniel S. Weld, Alon Y. Halevy, Zachary G. Ives",VLDB J.,An XML query engine for network-bound data,2002,journals/vldb/IvesHW02
"Maur�cio R. Mediano, Marcelo Dreux, Marco A. Casanova",VLDB,V-Trees - A Storage Method for Long Vector Data,1994,conf/vldb/MedianoCD94
C. Mohan,SIGMOD Conference,Application Servers: Born-Again TP Monitors for the Web? (Panel Abstract),2001,conf/sigmod/Mohan01
"David A. Wood, Mark D. Hill, David J. DeWitt, Anastassia Ailamaki",VLDB,DBMSs on a Modern Processor: Where Does Time Go?,1999,conf/vldb/AilamakiDHW99
Marcel Kornacker,VLDB,High-Performance Extensible Indexing,1999,conf/vldb/Kornacker99
Won Kim,SIGMOD Record,"Message from Editor-in-Chief, ACM Transactions on Database Systems",1999,journals/sigmod/Kim99
"James Frew, Jeff Dozier",SIGMOD Record,Data Management for Earth System Science,1997,journals/sigmod/FrewD97
"Roy Goldman, Jennifer Widom",VLDB,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,1997,conf/vldb/GoldmanW97
"Bruce G. Lindsay, Gurmeet Singh Manku, Sridhar Rajagopalan",SIGMOD Conference,Approximate Medians and other Quantiles in One Pass and with Limited Memory,1998,conf/sigmod/RajagopalanML98
"Thomas Papadakis, Peter Triantafillou",VLDB,On-Demand Data Elevation in Hierarchical Multimedia Storage Servers,1997,conf/vldb/TriantafillouP97
"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",VLDB,RP*: A Family of Order Preserving Scalable Distributed Data Structures,1994,conf/vldb/LitwinNS94
"Oded Shmueli, Jennifer Widom",VLDB J.,Foreword by the VLDB '98 PC Chairmen: Best Papers of VLDB '98,2000,journals/vldb/WidomS00
Philippe Bonnet,SIGMOD Conference,Going public: open-source databases and database research,2002,conf/sigmod/Bonnet02
"Enrico Nardelli, Timos K. Sellis, Andrew U. Frank, St�phane Grumbach, Hans-J�rg Schek, Manolis Koubarakis, Michel Scholl, Ralf Hartmut G�ting, Barbara Pernici, Christian S. Jensen, Nikos A. Lorentzos, Babis Theodoulidis, Yannis Manolopoulos, Peter Widmayer",SIGMOD Record,Chorochronos: A Research Network for Spatiotemporal Database Systems,1999,journals/sigmod/FrankGGJKLMNPSSSTW99
"Luis Gravano, Eugene Agichtein",SIGMOD Conference,QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases,2003,conf/sigmod/AgichteinG03
"Sushil Jajodia, Amihai Motro, Edgar H. Sibley, Alexander Brodsky, Larry Kerschberg, Xiaoyang Sean Wang, Daniel Barbar�",SIGMOD Record,Information Systems Research at George Mason University,1997,journals/sigmod/JajodiaBBKMSW97
"Edward Y. Chang, Chen Li",ACM Trans. Database Syst.,Answering queries with useful bindings,2001,journals/tods/LiC01
"Dean Jacobs, Shahram Ghandeharizadeh, Richard Hull",ACM Trans. Database Syst.,Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language,1996,journals/tods/GhandeharizadehHJ96
Brad Hammond,VLDB,Using Referential Integrity To Easily Define Consistent Subset Replicas,1996,conf/vldb/Hammond96
Sharma Chakravarthy,SIGMOD Conference,SENTINEL: An Object-Oriented DBMS With Event-Based Rules,1997,conf/sigmod/Chakravarthy97
"Laura M. Haas, Michael J. Carey, Vivekananda Maganty, John H. Williams",VLDB,PESTO : An Integrated Query/Browser for Object Databases,1996,conf/vldb/CareyHMW96
"David J. Abel, Dean Kuo, Kerry L. Taylor",SIGMOD Record,Integrating Modelling Systems for Environmental Management Information Systems,1997,journals/sigmod/AbelTK97
"Andrew Nierman, Cong Yu, Jignesh M. Patel, Adriane Chapman, Nuwee Wiwatwattana, H. V. Jagadish, Yuqing Wu, Laks V. S. Lakshmanan, Divesh Srivastava, Shurug Al-Khalifa, Stelios Paparizos",VLDB J.,TIMBER: A native XML database,2002,journals/vldb/JagadishACLNPPSWWY02
Brad Adelberg,SIGMOD Conference,NoDoSE - A Tool for Semi-Automatically Extracting Semi-Structured Data from Text Documents,1998,conf/sigmod/Adelberg98
Phillip B. Gibbons,VLDB,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,2001,conf/vldb/Gibbons01
"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",SIGMOD Record,Report on First International Workshop on Real-Time Database Systems,1996,journals/sigmod/BestavrosLS96
"S. Seshadri, Jayant R. Haritsa",SIGMOD Record,Real-Time Index Concurrency Control,1996,journals/sigmod/HaritsaS96
"H. V. Jagadish, Christos Faloutsos, Flip Korn",SIGMOD Conference,Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences,1997,conf/sigmod/KornJF97
"Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen",VLDB,Extending Practical Pre-Aggregation in On-Line Analytical Processing,1999,conf/vldb/PedersenJD99
Karl Aberer,SIGMOD Record,Call for Book Reviews,2003,journals/sigmod/Aberer03
"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",SIGMOD Conference,CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database,2003,conf/sigmod/ShenNSHS03
"Sophie Cluet, Katarzyna Smaga, J�r�me Sim�on, Claude Delobel",SIGMOD Conference,Your Mediators Need Data Conversion!,1998,conf/sigmod/CluetDSS98
"Mario A. Nascimento, Yannis Theodoridis",SIGMOD Record,Generating Spatiotemporal Datasets on the WWW,2000,journals/sigmod/TheodoridisN00
"Hiroyuki Kitagawa, Satoshi Takano, Seiichi Koizumi, Atsuyuki Morishima",VLDB,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,2001,conf/vldb/MorishimaKKT01
"Kofi Fynn, Henry B. Kon, Cheng Hian Goh, Thomas Lee, St�phane Bressan, Stuart E. Madnick, Michael Siegel, Annie W. Shum, Marta Jessica Jakobisiak, Tito Pena, Jessica Qu, Karim Hussein",SIGMOD Conference,The COntext INterchange Mediator Prototype,1997,conf/sigmod/BressanGFJHKLMPQSS97
"Maitrayi Sabaratnam, �ystein Torbj�rnsen, Rune Humborstad, Svein-Olaf Hvasshovd",VLDB,1-Safe Algorithms for Symmetric Site Configurations,1997,conf/vldb/HumborstadSHT97
"Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy",SIGMOD Record,A Framework for Information Visualisation,1996,journals/sigmod/KennedyMB96
Bart Kuijpers,SIGMOD Record,Introduction to Constraint Databases - Book Review,2002,journals/sigmod/Kuijpers02
"Anindya Datta, Vijay Kumar, Aslihan Celik, Debra E. VanderMeer",ACM Trans. Database Syst.,Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users,1999,journals/tods/DattaVCK99
"Yannis E. Ioannidis, Chee Yong Chan",SIGMOD Conference,Bitmap Index Design and Evaluation,1998,conf/sigmod/ChanI98
Karl Aberer,SIGMOD Record,Book review column,2003,journals/sigmod/Aberer03d
"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,Analysis of existing databases at the logical level: the DBA companion project,2003,journals/sigmod/MarchiLPT03
"Gang Zhou, Richard Hull",SIGMOD Conference,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,1996,conf/sigmod/HullZ96
Raghu Ramakrishnan,SIGMOD Conference,From Browsing to Interacting: DBMS Support for Responive Websites (Abstract),2000,conf/sigmod/Ramakrishnan00
Greg Hope,SIGMOD Conference,Enterprise Transaction Processing on Windows NT,1995,conf/sigmod/Hope95
"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano",SIGMOD Record,Semantic Integration of Semistructured and Structured Data Sources,1999,journals/sigmod/BergamaschiCV99
"Nita Goyal, Mosh� M. Zloof, Charles Hoch, Michael Suckow, Ravi Krishnamurthy, Brian Meckler",SIGMOD Conference,Picture Programming Project,1997,conf/sigmod/GoyalHKMSZ97
"Daniela Florescu, Helena Galhardas, Dennis Shasha, Eric Simon",SIGMOD Conference,AJAX: An Extensible Data Cleaning Tool,2000,conf/sigmod/Galhardas00
"Feng Tian, David J. DeWitt",VLDB,Tuple Routing Strategies for Distributed Eddies,2003,conf/vldb/TianD03
"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",VLDB,Aqua: A Fast Decision Support Systems Using Approximate Query Answers,1999,conf/vldb/AcharyaGP99
"Matthias Jarke, Udo Grimmer, Dominik L�bbers",VLDB,Systematic Development of Data Mining-Based Data Quality Tools,2003,conf/vldb/LubbersGJ03
"Andreas Gr�nhagen, Steffen Rost, Donald Kossmann, Daniela Florescu",SIGMOD Conference,XL: a platform for web services,2002,conf/sigmod/FlorescuGKR02
"Heum-Geun Kang, Chin-Wan Chung",VLDB,Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers,2002,conf/vldb/KangC02
"Alfons Kemper, Guido Moerkotte, Michael Steinbrunn, Klaus Peithner",SIGMOD Conference,Optimizing Disjunctive Queries with Expensive Predicates,1994,conf/sigmod/KemperMPS94
"Klaus R. Dittrich, Dirk Jonscher",VLDB,An Approach for Building Secure Database Federations,1994,conf/vldb/JonscherD94
"Alberto O. Mendelzon, Paolo Atzeni",VLDB J.,Guest Editorial: Databases and the Web,2000,journals/vldb/AtzeniM00
"Kotagiri Ramamohanarao, Alistair Moffat, Justin Zobel",SIGMOD Record,Guidelines for Presentation and Comparison of Indexing Techniques,1996,journals/sigmod/ZobelMR96
Axel Uhl,VLDB,A Bandwidth Model for Internet Search,2002,conf/vldb/Uhl02
"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",SIGMOD Conference,A System for Watermarking Relational Databases,2003,conf/sigmod/AgrawalK03
"Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei",VLDB,Mining Multi-Dimensional Constrained Gradients in Data Cubes,2001,conf/vldb/DongHLPW01
"M. Tamer �zsu, David Toman, Mariano P. Consens, David DeHaan",SIGMOD Conference,A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding,2003,conf/sigmod/DeHaanTCO03
Karl Aberer,SIGMOD Record,Advanced XML Data Processing - Guest Editor's Introduction,2001,journals/sigmod/Aberer01
"Thomas Ohler, Peter Widmayer, Bruno Becker, Stephan Gschwind, Bernhard Seeger",VLDB J.,An Asymptotically Optimal Multiversion B-Tree,1996,journals/vldb/BeckerGOSW96
Marianne Winslett,SIGMOD Record,Interview with Rakesh Agrawal,2003,journals/sigmod/Winslett03b
"Latha S. Colby, Kenneth A. Ross, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick",SIGMOD Conference,Supporting Multiple View Maintenance Policies,1997,conf/sigmod/ColbyKLMR97
"Maria E. Orlowska, Ralf M�hlberger, Bartek Kiepuszewski",SIGMOD Conference,FlowBack: Providing Backward Recovery for Workflow Systems,1998,conf/sigmod/KiepuszewskiMO98
"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",VLDB,Towards Event-Driven Modelling for Database Design,1994,conf/vldb/TeisseirePC94
"Viswanath Poosala, Swarup Acharya, Phillip B. Gibbons",SIGMOD Conference,Congressional Samples for Approximate Answering of Group-By Queries,2000,conf/sigmod/AcharyaGP00
"Thomas A. M�ck, Martin L. Polaschek",VLDB J.,A Configrable Type Hierarchy Index for OODB,1997,journals/vldb/MuckP97
"Reinhard Braumandl, Alfons Kemper, Donald Kossmann, Jens Clau�en",VLDB J.,Functional-Join Processing,2000,journals/vldb/BraumandlCKK00
"Surajit Chaudhuri, Vivek R. Narasayya",SIGMOD Conference,AutoAdmin 'What-if' Index Analysis Utility,1998,conf/sigmod/ChaudhuriN98
"Niels Nes, Martin L. Kersten, Nikos Mamoulis, Arjen P. de Vries",SIGMOD Conference,Efficient k-NN search on vertically decomposed data,2002,conf/sigmod/VriesMNK02
Praveen Seshadri,SIGMOD Conference,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",1999,conf/sigmod/Seshadri99
"Thomas Brinkhoff, Hans-Peter Kriegel",VLDB,The Impact of Global Clustering on Spatial Database Systems,1994,conf/vldb/BrinkhoffK94
"J�rgen Frohn, Georg Lausen, Heinz Uphoff",VLDB,Access to Objects by Path Expressions and Rules,1994,conf/vldb/FrohnLU94
"Andr� Seifert, Marc H. Scholl",VLDB,A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments,2002,conf/vldb/SeifertS02
"Philip S. Yu, Hui-I Hsiao, Ming-Syan Chen",SIGMOD Conference,On Parallel Execution of Multiple Pipelined Hash Joins,1994,conf/sigmod/HsiaoCY94
Jan Chomicki,ACM Trans. Database Syst.,Preference formulas in relational queries,2003,journals/tods/Chomicki03
"Michael O. Ball, Louiqa Raschid, Meng Ma, Zhengying Zhao",SIGMOD Record,Supply Chain Infrastructures: System Integration and Information Sharing,2002,journals/sigmod/BallMRZ02
"David M. Malon, Edward N. May",VLDB,Critical Database Technologies for High Energy Physics,1997,conf/vldb/MalonM97
Richard T. Snodgrass,SIGMOD Record,Chair's Message,2000,journals/sigmod/Snodgrass00
"Chengkai Li, P. P. S. Narayan, Henry F. Korth, Philip Bohannon",SIGMOD Conference,Composing XSL Transformations with XML Publishing Views,2003,conf/sigmod/LiBKN03
Robert H. Gerber,SIGMOD Conference,Informix Online XPS,1995,conf/sigmod/Gerber95
"Dimitris Papadias, Jimeng Sun, Yufei Tao",ACM Trans. Database Syst.,Analysis of predictive spatio-temporal queries,2003,journals/tods/TaoSP03
"Susanne Englert, Jim Gray, Kenneth Baclawski, Peter J. Weinberger, Prakash Sundaresan",SIGMOD Conference,Quickly Generating Billion-Record Synthetic Databases,1994,conf/sigmod/GraySEBW94
"Am�lie Marian, J�r�me Sim�on",VLDB,Projecting XML Documents,2003,conf/vldb/MarianS03
Hannu Toivonen,VLDB,Sampling Large Databases for Association Rules,1996,conf/vldb/Toivonen96
"Andr� Eickler, Carsten Andreas Gerlhof, Donald Kossmann",VLDB,A Performance Evaluation of OID Mapping Techniques,1995,conf/vldb/EicklerGK95
Marianne Winslett,SIGMOD Record,"Jeffrey D. Ullman Speaks Out on the Future of Higher Education, Startups, Database Theory, and More",2001,journals/sigmod/Winslett01
Xiaolei Qian,SIGMOD Record,Political Winds Change Direction Again,1995,journals/sigmod/Qian95
"Surajit Chaudhuri, Gerhard Weikum",VLDB,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,2000,conf/vldb/ChaudhuriW00
"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",VLDB J.,Online dynamic reordering,2000,journals/vldb/RamanRH00
"David Bloom, Chris Clifton, Hector Garcia-Molina",VLDB J.,HyperFile: A Data and Query Model for Documents,1995,journals/vldb/CliftonGB95
"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",SIGMOD Record,A Case for Intelligent Disks (IDISKs),1998,journals/sigmod/KeetonPH98
"Volker Markl, Guy M. Lohman",SIGMOD Conference,Learning table access cardinalities with LEO,2002,conf/sigmod/MarklL02
Jan Jannink,SIGMOD Record,Implementing Deletion in B+-Trees,1995,journals/sigmod/Jannink95
"K. Bernhard Schiefer, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Jarek Gryz, Xiaoyan Qian, Qi Cheng",VLDB,Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,1999,conf/vldb/ChengGKLLQS99
Nam Huyn,VLDB,Multiple-View Self-Maintenance in Data Warehousing Environments,1997,conf/vldb/Huyn97
"Mark Porter, Andrew Laursen, Jeffrey Olkin",SIGMOD Conference,Oracle Media Server: Providing Consumer Based Interactive Access to Multimedia Data,1994,conf/sigmod/LaursenOP94
"Edward L. Wimmers, Rakesh Agrawal",SIGMOD Conference,A Framework for Expressing and Combining Preferences,2000,conf/sigmod/AgrawalW00
"K. Mediratta, Ee-Peng Lim, J. Stenoien, S. Musukula, Jaideep Srivastava, H.-R. Yang, D. Clements, M. Ganesh, San-Yih Hwang",SIGMOD Conference,The MYRIAD Federated Database Prototype,1994,conf/sigmod/HwangLYMMGCSS94
"Ki Hong Kim, Yong Sik Kwon, Sang Kyun Cha, Jang Ho Park, Byoung Dae Park, Sangho Lee",SIGMOD Conference,Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,1998,conf/sigmod/ParkKKLPC98
"Alexandros Ntoulas, Junghoo Cho",VLDB,Effective Change Detection Using Sampling,2002,conf/vldb/ChoN02
"Terry Gaasterland, Jorge Lobo",VLDB,Qualified Answers That Reflect User Needs and Preferences,1994,conf/vldb/GaasterlandL94
"Wenfei Fan, Peter Buneman, Scott Weinstein, J�r�me Sim�on",SIGMOD Record,Constraints for Semi-structured Data and XML,2001,journals/sigmod/BunemanFSW01
Rafael Alonso,SIGMOD Record,Trade Press News,1995,journals/sigmod/Alonso95a
"P. Bruce Berra, Bhavani M. Thuraisingham, Kingsley C. Nwosu",SIGMOD Record,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,1995,journals/sigmod/BerraNT95
Karl Aberer,SIGMOD Record,Book review column,2003,journals/sigmod/Aberer03b
"Amol Deshpande, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,2001,conf/sigmod/DeshpandeGR01
"Martin L. Kersten, Ralph Busse, Florian Waas, Michael J. Carey, Albrecht Schmidt, Ioana Manolescu",VLDB,XMark: A Benchmark for XML Data Management,2002,conf/vldb/SchmidtWKCMB02
M. Tamer �zsu,SIGMOD Record,Chair's Message,2003,journals/sigmod/Ozsu03
"Fausto Rabitti, Giuseppe Amato, Pavel Zezula, Pasquale Savino",VLDB J.,Approximate Similarity Retrieval with M-Trees,1998,journals/vldb/ZezulaSAR98
