id,price,manufacturer,description,title,entityUrl
1609,49.67,autodesk psg,raster design 2006 essentials,autodesk psg 34006-010008-1600a,http://www.google.com/base/feeds/snippets/18412791404030697965
1610,600.97,,symantec 11105975 : symantec backup exec 11d for windows servers delivers continuous protection for exchange eliminating daily backup windows and providing point-in-time recovery. backup exec 11d also lets you recover critical exchange sharepoint ...,symantec 11105975 - backup exec 11d for windows servers business pack bundle - w/ continuous protection server - complete package + 1 year essential support - 1 server - buying programs : business pack - cd - win - multi,http://www.google.com/base/feeds/snippets/18412806770198800753
1611,87.99,,microsoft frontpage academicmodel- ms-cd34597wiaevendor- microsoft corporation** academic authorized version **features- microsoft frontpage 2003 frontpage 2003 provides the features flexibility and functionalityto help you build better web sites. ...,microsoft 392-02322 ae frontpage 2003,http://www.google.com/base/feeds/snippets/18413075895200367717
1612,2900.26,,a-cad mch 06 cg frm a-cad lt2004-06 addseat sub re,autodesk 20610-090000-9331 a-cad mch 06 cg frm a-cad lt2004-06 addseat sub re,http://www.google.com/base/feeds/snippets/18411606635245588189
1613,28.99,,nintendo ntrpawie hotel dusk: room 215 ds - nintendo ds software ... nintendo ntrpawie hotel dusk: room 215 ds - nintendo ds software ... nintendo ds software hotel dusk: room 215 ds hotel dusk: room 215 ds take control of an interactive mystery ...,nintendo ntrpawie hotel dusk: room 215 ds - nintendo ds software,http://www.google.com/base/feeds/snippets/18411829719350853812
1614,23.61,topics entertainment,instant immersion spanish (audio book) (audio book),topics entertainment 40248 instant immersion spanish audio book audio book,http://www.google.com/base/feeds/snippets/18411875162562199123
1615,28.16,destineer inc,play against one of eight challenging computer opponents or take on your friends and family in four different game modes. play the way you remember in classic mode race against the clock in blitz climb to the top in a tournament or set up a ...,destineer inc 10328 scrabble mac 10.3.8 or later,http://www.google.com/base/feeds/snippets/18421148872586071492
1616,361.58 gbp,,expert pdf pro - ( v. 5 ) - complete package - 20 users - cd - win - english - united kingdomexpert pdf pro makes it really easy to convert any document into high quality pdf files. one click and you are done! converting an excel sheet or a word ...,avanquest pdf-xp5-0020 expert pdf pro 5 20 user pack uk,http://www.google.com/base/feeds/snippets/18419792528418102523
1617,16,,,emc auth mgr mnt entupg/ext 15m per/u 505-750u - aut0000750ue15,http://www.google.com/base/feeds/snippets/18429119946140479096
1618,19.97,,viva media llc 00257 : my sim aquarium is a virtual pet game designed for players who love fish and aquatic creatures. this simulation game turns your computer into a virtual environment for your pet fish to live in with you as their keeper. as with ...,viva media llc 00257 - my sim aquarium - win 2000 xp vista,http://www.google.com/base/feeds/snippets/18428018889032699615
1619,25,,,ibm vmware gsx svr/vin to infra 3 starter upg - 4817v28,http://www.google.com/base/feeds/snippets/18425290416182462542
1620,39.95,sony,all-new wayne vs. wayne mode where gamers earn 99 time and can temporarily activate gretzky to go six-on-five against opponents or alternately defend against him when an opponent activates 99 time. to challenge the skill levels of all hockey ...,sony playstation gretzky nhl 2006 psp - 98627,http://www.google.com/base/feeds/snippets/18411460412071411976
1621,68.97,,cakewalk 10-cwgp3.00-90c : ·familiar multi-track recorder interface ·record and play back up to 32 audio tracks ·arrange music with point and click ease ·extensive audio editing capabilities ·superior sonic quality up to 24-bit/96 khz ·record your ...,cakewalk 10-cwgp3.00-90c - guitar tracks pro 3.0 (3 win 00/xp cd),http://www.google.com/base/feeds/snippets/18411107872300792105
1622,160.72,,sonicwall email transfer mailfrontier 25u 1svr,sonicwall 01-ssc-6779 sonicwall email transfer mailfrontier 25u 1svr,http://www.google.com/base/feeds/snippets/18414732046138774888
1623,5019.46 gbp,,,media convergence server 7835-h2 hw/ sw callmanager 5.1 - cisco systems - mcs783,http://www.google.com/base/feeds/snippets/18410632973462875697
1624,19.95,,business trip to bologna? vacation in venice? from milan to messina now you can join the conversation with instant immersion italian the dynamic audio language learning system on 8 compact discs. format: audio book,instant immersion italian audio (audio book),http://www.google.com/base/feeds/snippets/18411046341072063935
1625,788.63,adobe systems inc,adobe photoshop cs 2 (mac os x v.10.2.8 to 10.3),adobe systems inc 13102124 adobe photoshop cs 2 mac os x v.10.2.8 to 10.3,http://www.google.com/base/feeds/snippets/18411096849519146392
1626,39.99,,effectively manage your billing and cash collection with myinvoices & estimates deluxe . create accurate invoices estimates and customer statements. track business expenses and manage inventory levels of products and supplies needed to run your ...,myinvoices & estimates deluxe,http://www.google.com/base/feeds/snippets/18409957880168870961
1627,179.99,,rosetta stone teaches new languages through a step-by-step sequence of carefully structured lessons. new words become associated with familiar objects actions and ideas. words build to phrases and sentences in a systematic progression. level 1 ...,rosetta stone vietnamese level 1 homeschool edition cd-rom,http://www.google.com/base/feeds/snippets/18409763485219884065
1628,17.97,,destineer inc 10316 : this value-packed collection features mac os x versions of three atari arcade classics! breakout: blast through pyramids castle walls barnyard obstacles and much more in this all-new edition of the arcade classic. use your ...,destineer inc 10316 - destineer atari arcade classics - action/adventure - mac,http://www.google.com/base/feeds/snippets/18409822956112890125
1629,26,,avery dennison 5695 cd/dvd design kit- lables jewel - case inserts applicator & software,avery dennison 5695 cd/dvd design kit- lables jewel - case inserts applicator & software,http://www.google.com/base/feeds/snippets/18410039913470366705
1630,19,,,emc securid appl mnt - base/ ext 15mo per u 2005-2500 - app0002500be15,http://www.google.com/base/feeds/snippets/18409582357586283156
1631,286.2,,equisys premium support - zetafax 2007 upgrade license - 10 users - technical support - phone consulting - 1 year - 2 h,equisys premium support zetafax 2007 - technical support - 1 year,http://www.google.com/base/feeds/snippets/18409551702230917208
1632,473.25,,wasp 633808550059 wasptime rfid clock only no software wasp clock 3100 - rf proximity reader - ethernet 0633808550059,wasp 633808550059 wasptime rfid clock only no software wasp clock 3100 - rf proximity reader - ethernet 0633808550059,http://www.google.com/base/feeds/snippets/18409020013623267714
1633,185.32 gbp,,adobe after effects is recognized as the essential tool for motiongraphics and visual effects. after effects boosts your efficiencywith superior performance and the right tools that enable you towork both faster and smarter. after effects delivers ...,adobe after effects (v7.0) pro mac up pro-pro - adobe - 12070227,http://www.google.com/base/feeds/snippets/18408932251043665247
1634,233.99,adobe,solution expert annu all 09951404 adobe,adobe 09951404 solution expert annu all,http://www.google.com/base/feeds/snippets/18409154395025279191
1635,29.33,,sega 68008 phantasy star universe x360 010086680089,sega 68008 phantasy star universe x360 010086680089,http://www.google.com/base/feeds/snippets/18407359366420377651
1636,1482.0 gbp,,adobe creative suite 3 design premium software is the designer'sdream toolkit for print web and mobile publishing. it combinesall-new versions of essential tools for producing everything fromprofessional page layouts to rich interactive ...,adobe creative suite (v3.0) design premium mac - adobe - 19500009,http://www.google.com/base/feeds/snippets/18406867413031084183
1637,302.11,nuance communications,textbridge pro 11 5u license xp 2000 me nt 98 95,nuance communications 6309a-g03-11.0,http://www.google.com/base/feeds/snippets/18407146647351677573
1638,39.99,,listen for ipod allows you to listen to your emails and documents on your ipod using new natural voice technology. knowledge without effort!system requirements:intel pentium ii 350 mhz minimum 128 mb ram 150 mb available hard disk space ms windows ...,listen for ipod - magnetic time (win 2000 xp),http://www.google.com/base/feeds/snippets/18406653450238248367
1639,135.34 gbp,,double the number of network ports for interdepartmental firewalling a dmz and high availability active/passive for secure failover. don't leave your business open to intellectual property loss and network downtime. protect your network from both ...,watchguard wg017091 fb x 3 port & high avail upg,http://www.google.com/base/feeds/snippets/18406229737596409253
1640,21.99,encore,after unknowingly double-crossing a mob boss you are forced to turn to a life of crime and carry out illegal missions or risk death at the hands of this underworld villain. description: after unknowingly double-crossing a mob boss you are forced ...,encore 28008 cold zero,http://www.google.com/base/feeds/snippets/18406000514365649458
1641,39.95,,get official all-in-one exam prep practice and review for exams 70-292 and 70-296.,mcsa/mcse self-paced training kit (exams 70-292 and 70-296) upg. your,http://www.google.com/base/feeds/snippets/18405769282316939471
