title,starring,entityUrl,writer,editor
L'Uccello dalle piume di cristallo,Suzy Kendall,Match16709,Fredric Brown,
Serial (film),,D114818,,
Forbidden Paradise,Rod La Rocque,Match14118,Lajos Biró,
Here Come The Co-Eds,Lou Costello,Match13730,Arthur T. Horman,
,Jeetendra,Match3533,Vishwamitter Adil,
Compulsion,Bradford Dillman,Match8044,Richard Murphy (screenwriter),
,Vojin ?etkovi?,Match3944,Stevan Sremac,
Star Trek: Of Gods and Men,Christianne Carafano,D114824,Jack Trevino and Ethan H. Calk,
Aces Go Places,Sam Hui,Match3889,Wong Bak-ming Wong,
,George Orson Welles,Match7574,Antonio Margheriti,
Ghost Game,"Pachornpol Jantieng,
Supatsiri Patomnupong,
Thanyanan Mahapirun,

Phongsak Rattanapong",Match12512,,
,Bobby Jordan,D114828,Alan Whitman,
,Baptista-Bastos,Match14360,,
Rules of Engagement,Samuel Leroy Jackson,Match15734,James H. Webb,
Blast from the Past,Ronald Walken,Match14525,Hugh Wilson,
,Kika Markham,Match3460,Peter Hyams,
Cobra,Sylvester Gardenzio Stallone,Match820,Paula Gosling,
,Bhanurekha Ganesan,Match3507,,
,John Lincoln Freund,Match15572,"Alvin M. Josephy
Karl Kamb",
Book of Shadows: Blair Witch 2,Stephen Barker Turner,Match14946,Joseph Berlinger,
,"Chris O'Sullivan
Harold Fowler",Match6893,,
,Karin Nellemose,Match3725,Fleming Lynge,
"Truth or Consequences, N.M.",Rodney Stephen Steiger,Match749,Brad Mierman,
,Johnny Dorelli,Match7281,Franco Brusati,
Rymdinvasion i Lappland,"Barbara Wilson
Sten Gester
Robert Burton",Match12797,,
The Buffalo Creek Flood: An Act of Man,,Match14788,,
,Howard Ross,Match21771,,
,David Lemuel Keith,Match6595,Mitch Glazer,
,Rachel Hunter,Match3437,David Goodin,
Clockwatchers,Alanna Ubach,Match3147,Jill Sprecher,
,Erik Steffen Maahs,Match10634,George Toles,
,Sadaho Maeda,Match3702,Fumio Konami,
,Raymond Hart Massey,Match2767,John Howard Lawson,
,,D114850,Farid Dms Debah,
,Tirso Cruz III,D114851,Jose Javier Reyes,
Snow Queen,Bridget Jane Fonda,Match230,Hans Christian Andersen,
The Clock,Francis Xavier Aloysius James Jeremiah Keenan Wynn,Match3377,Pauline Gallico,
The Boatniks,Mickey Shaughnessy,Match11541,Arthur Julian,
Big Girls Don't Cry... They Get Even,Bennett Joseph Savage,Match21489,Charles Goddard,
,Jerry Lee Lewis,D114856,,
The Prisoner of Zenda,Carl Henry Vogt,D114857,Anthony Hope,
Goodbye Lover,Ray McKinnon,Match12541,Ron Peer,
Grindhouse,Mary Elizabeth Winstead,D114859,Robert Rodriguez,
,Michael Kirk Douglas,Match10743,William Goldman,
,N. T. Rama Rao,Match21699,Samudrala Raghavacharya,
Chimmie Fadden Out West,Victor Moore,Match7515,Cecil Blount DeMille,
,Farhad Kheradmand,Match21870,Abbas Kiarostami,
"Enfance nue, L'",Maurice Coussonneau,Match11648,Arlette Langmann,
The Battle of the Sexes,Lillian Diana Gish,Match15192,Daniel Carson Goodman,
,Mukesh Babu,Match8393,A. K. Lohithadas,
"'night, Mother",Anna Maria Louisa Italiano,Match2497,Marsha Norman,
,Alexandra Plu0103tu0103reanu,Match2475,Johannes W. Betz,
,Saif Ali Khan,D114869,Balu Mahendra,
Umbracle,Christopher Frank Carandini Lee,Match6179,,
,David Ashfield,Match9399,,
Summer of '42,Gary Grimes,Match20114,Herman Raucher,
Farinelli: Il Castrato,Stefano Dionisi,Match12392,Marcel Beaulieu,
Candles on Bay Street,Alicia Silverstone,Match12225,Jonathan Estrin,
"Pete, the Pedal Polisher",Harold Lloyd,Match14168,,
Republic Pictures,Cliff Clark,Match11615,Ronald Davidson,
Peacock,,Match9535,Li Qiang,
Running with Scissors,Alexander Rae Baldwin III,Match13133,Ryan Murphy (television creator),
,Sanjay Dutt,Match14166,,
The Astounding She-Monster,Kenne Duncan,Match8993,Frank Hall,
Eroica,Tadeusz Lomnicki,Match8089,Jerzy Stefan Stawinski,
Equinox,Barbara Hewitt,Match14685,Mark Thomas McGee,
,James Gleason,Match21428,Henry Ephron,
,"Tim Moore, Andrew Tribble, Celeste Cole, Amon Davis, Donald Heywood Choir",Match15119,Oscar Micheaux,
,,Match6375,"Dave Boone
Michael Miller
Bruce Nash",
Wild Papa,Oliver Hardy,Match11087,H. M. Walker,
,Will Hay,Match20636,J.O.C. Orton,
Box office number-one movies of 2003 (USA),Raymond Liotta,Match5671,Michael Cooney,
One Touch of Venus,Robert Hudson Walker,Match15499,,
Tie Xi Qu: West of the Tracks,,Match569,,
Kids,Rosario Dawson,Match16367,Harmony Korine,
Tango & Cash,Kurt Vogel Russell,Match20436,Randy Feldman,
Zazie in the Metro,Catherine Demongeot,Match8178,Raymond Queneau,
,"Kali Bannerjee
Shriman Deepak
Kajal Gupta
Keshto Mukherjee",Match21443,Ritwik Ghatak,
The Old Man and the Sea,,Match17079,Ernest Hemingway,
Trainspotting,Jonathan Lee Miller,Match14001,John Hodge,
,Savithri,Match16021,Samudrala Raghavacharya,
,Thomas Dekker (actor),Match7256,Len Uhley,
Les Siens,Philippe Nahon,Match8242,Nou00EBl Mitrani,
Profumo di donna,Agostina Belli,Match16142,Rugger Maccari,
,Yang Kuei-Mei,Match20144,Yang Pi-ying,
,Maya Karin Roelcke,Match12329,Shuhaimi Baba,
Salt of the Earth:Palestinian Christians in the Northern West Bank,,Match56,,
,Charles Boyer,Match11124,C. Graham Baker,
,Alan Hale,Match14516,George Bruce,
Thalapathi,Mammooty,Match18923,Mani Ratnam,
,"Hozumi Gu00F4da as Lio Convoy/Flash LioConvoy
Tetsuo Komura as Galvatron
Takehito Koyasu as Convoy/Burning Convoy",Match378,Toshiyasu Nagata,
At the Circus,Harpo Marx,Match10043,Irving Brecher,
,Desmond Mullen,D114909,Desmond Mullen,
Mr. 3000,Angela Bassett,D114910,Keith Mitchell (writer),
Fools Rush In,Salma Hayek Jimu00E9nez,Match21024,Katherine Reback,
,Isha Koppikar,Match20900,,
,John Arthur Carradine,D114913,John Burgess,
Caffeine,Katherine Marie Heigl,D114914,Dean Craig,
Godzilla vs. Mechagodzilla II,Masahiro Takashima,Match12283,Wataru Mimura,
Sugar & Spice,Rachel Blanchard,Match19080,Mandy Nelson,
The Dark Side of the Sun,Guy Boyd,Match9874,"Andrew Horton, Nikola Jovanovic, Zeljko Mijanovic",
,Elvis Presley,Match5840,Sally Benson,
Tortilla Flat,Jacob Julius Garfinkle,Match10118,John Lee Mahin,
,Karen Blanche Ziegler,Match19576,William F. Nolan,
Light of Day,Joan Jett,Match20166,Paul Schrader,
Swingers,Joep Sertons,Match7384,Stephan Brenninkmeijer,
,,Match13664,"Comic Book:
Ikki Kajiwara
Nobuo Nakano
Screenplay:
Hisao Maki",
London,Isla Lang Fisher,Match21199,Hunter Richards,
,John Neville (actor),D114925,,
,Hans Lundgren,D114926,Sergio Altieri,
,,D114927,Tomer Haymann,
The Negotiator,Kevin Spacey Fowler,Match8139,Kevin Fox,
,Alan Cumming,Match17661,Robert Rodriguez,
,Sacha Noam Baron Cohen 1987,Match17931,Sacha Noam Baron Cohen 1987,
,Joan Wasser,D114931,Leah Meyerhoff,
Mascot Pictures,,Match10271,,
Desert Moon,Yukiko Ikari,Match20187,Shinji Aoyama,
Bondi Tsunami,"Keita Abe
Taki Abe
Nobuhisa Ikeda
Miki Sasaki",Match11444,Rachael Lucas,
Jeanne d'Arc,,Match22509,Marie-Georges-Jean Mu00E9liu00E8s,
Armaan,Gracy Singh,Match7655,Javed Akhtar,
,Deborah Van Valkenburgh,Match18047,Andrew Witham,
White Christmas,Harry Lillis Crosby,Match6381,Norman Krasna,
The People vs. Larry Flynt,Edward Norton,Match18767,Scott Alexander,
,Warren Mercer Oates,Match15545,Terrence Lore Smith,
,Elisa Labardén,Match13331,Julio Irigoyen,
,James Scott Bumgarner,Match6012,Gordon T. Dawson,
,Melanie Chisholm,D114943,,
The Hurricane,Vicellous Reon Shannon,Match13614,Rubin Carter,
Special,Paul Blackthorne,Match16090,"Hal Haberman
Jeremy Passmore",
,Devayani,D114946,,
,Sofia Aparício,Match11981,Filipe Melo,
"Aventures de Rabbi Jacob, Les",Claude Piéplu,Match22260,,
,,Match5662,Louis MacNeice,
,Bhanupriya,Match20860,,
,Neil Hamilton,Match15383,Geoffrey Moss,
Impressionen unter Wasser,,Match20275,,
,,Match6415,Ragnar Bragason,
Berlin International Film Festival,,Match13469,Branko Vu?i?evi?,
,Claudia Cardinale,Match16924,Mario Pratesi,
,Steve Railsback,Match14725,Stephen Johnston,
The River Wild,David Russell Strathairn,Match16792,Denis O'Neill,
Naam,Nutan Samarth,Match20902,Salim Khan,
Wait 'Til You're Older,Felix Wong,Match11361,Chan Suk-Yin,
,Yana Gupta,Match7664,Gautham Menon,
Kissing a Fool,Jason Lee,Match6263,James Frey,
Paranoid Park,Taylor Momsen,Match19407,Gus Van Sant Jr.,
,Ramzy Mahmoud Bayoumi,Match17246,"Ali El Zorkani
Mahmoud Sobhi",
"Inmigrante, El",Jewel Robinson,Match17078,John Eckenrdoe,
Buta to gunkan,Jitsuko Yoshimura,Match15110,Hisashi Yamauchi,
,Avtar Kishan Hangal,Match18653,,
,Shafi Inamdar,D114967,,
Surrender,Sally Margaret Field,Match13863,Jerry Belson,
Vacationland,Charles Ard,Match19403,"Todd Verow
James D. Dwyer",
,"Vincent Leonard Price, Jr.",Match12096,Caroline Thompson,
,Murdoc (Gorillaz),D114971,Jamie Hewlett,
Columbia Pictures,,D114972,,
Berlin International Film Festival,Luna Mijovi?,Match17139,Jasmila Žbani?,
The Sisterhood of the Traveling Pants 2,Kyle Schmid,D114974,Ann Brashares,
,Lady Bunny,D114975,Jon Witherspoon,
A Nightmare on Elm Street 3: Dream Warriors,Heather Langenkamp,Match17933,Chuck Russell,
Darkman,Larry Drake,Match22136,Samuel Marshall Raimi,
,Joan Chen,Match18625,William Oliver Stone,
Towed in a Hole,Oliver Hardy,D114979,,
Wrong Turn,Desmond Harrington,Match12756,Alan B. McElroy,
The Four Feathers,John Laurie,Match6665,Arthur Wimperis,
Longinus,Sakurai Atsushi,Match13846,Isao Kiriyama,
,Leih Chang,Match18837,Zhaoquan Weng,
,"John Barrymore<Br> Dolores Costello 
 George O'Hara",Match14773,Bess Meredyth,
With Love and Hisses,Oliver Hardy,Match17099,H.M. Walker,
Little Man,Brittany Daniel,Match21767,"Keenen Ivory Wayans
Marlon Wayans
Shawn Wayans",
Double Indemnity,Fredrick Martin MacMurray,Match12085,Samuel Wilder,
Uptown Girls,Heather Deen Locklear,Match12357,Lisa Davidowitz,
Mr. Lucky,Archibald Alec Leach,Match12656,Adrian Scott,
,,D114990,"Eric Hilleary
Dave Max
Caleb Skinner",
Invasion Of The Not Quite Dead,Laura Harvey,D114991,Tony Lane,
,Bessie Banks,Match17491,,
,Peter Palmer,Match19779,Al Capp,
,Jeffrey Dean Morgan,Match21171,Kevin Downes,
,Archibald Alec Leach,Match6716,Melville Shavelson,
,Vijay Singh Deol,Match6841,Shiraz Ahmed,
Baby Face,George Brendan Nolan,Match21087,Gene Markey,
,Dorothy Faye Dunaway,Match16163,Lawrence Sanders,
Tall in the Saddle,Paul Fix,Match16188,Paul Fix,
How to Lose Friends & Alienate People,,Match17777,Peter Straughan,
During the Round-Up,Lillian Diana Gish,Match19238,William Christy Cabanne,
Sarfarosh,Aamir Khan,Match12532,Hirday lani,
Longshot,Deborah Jo Hunter,Match17467,,
Iron Man,Jeffrey Leon Bridges,Match17111,Stanley Martin Lieber,
Unfaithful,Erik Per Sullivan,Match19895,William Broyles Jr.,
,Robert Patrick,D115006,"Steve Brewer (novel)
Peter Ettinger",
Flushed Away,Ian McKellen,Match20655,Dick Clement,
Hoodwinked,Patrick J. Warburton,D115008,"Cory Edwards
Todd Edwards
Tony Leech",
The Penalty,,Match18835,Claire Adams,
Catch-22,Ramu00F3n Gerardo Antonio Estu00E9vez,Match17561,Joseph Heller,
,,D115011,John van Bruggen,
Alas! Poor Yorick!,Roscoe Arbuckle,Match18467,Colin Campbell (director),
Le Du00E9clin de l'empire amu00E9ricain,Dorothée Berryman,Match12795,Denys Arcand,
Looking for Richard,Alexander Rae Baldwin III,Match14903,William Shakespeare,
,Nancy Kelly,Match16289,Edgar Rice Burroughs,
Chelsea Girls,Nico,Match14186,Ronald Tavel,
,Georg Hólm,D115017,,
Serial (film),,Match12638,,
Bice skoro propast sveta,Ivan Palúch,Match17288,Aleksandar Petrovi?,
Anna and the King,Bai Ling,Match12164,Steve Meerson,
38 popugaev,Vsevolod Larionov,Match18628,Grigorii Oster,
,Marie Magdalene Dietrich,Match13298,Norman Krasna,
Rum and Wall Paper,Roscoe Arbuckle,Match12342,,
The Good German,Tobias Vincent Maguire,Match15057,Joseph Kanon,
The Count,Edna Purviance,Match20871,Maverick Terrell,
Buffy the Vampire Slayer,Luke Perry,Match20582,Joss Whedon,
,Petr Shelokhonov,Match13640,Natalya Ryazantseva,
,Katharine Hepburn,Match11746,,
Pride & Prejudice,David Matthew Macfadyen,Match20368,Deborah Moggach,
,Balraj Dutt,Match19990,Vidhu Vinod Chopra,
Golden Lion,Josef Bek,Match19158,Marie Majerová,
,Matthew Ryan Phillippe,Match19106,Michael Cooney,
,Jay Bentley,Match20007,,
The Battle of China,,Match14990,Philip Epstein,
Dial M for Murder,John Williams (actor),Match17736,Frederick Knott,
Scum,Ray Burdis,Match18597,Roy Minton,
Man's Best Friend,Alexandra Elizabeth Sheedy,Match18815,John Lafia,
Flight of Fury,Steven Seagal,D115038,,
Digging to China,Evan Rachel Wood,Match14469,Karen Janszen,
Boynton Beach Club,Michael Nouri,Match17949,Shelly Gitlow,
Sindhu Bhairavi,Sivakumar,Match22016,K. Balachander,
Dzhentlmeny udachi,Savely Kramarov,D115042,Viktoriya Tokareva,
Grand Prix (Cannes Film Festival),Margarita Lozano,Match13667,Giuliani G. De Negri,
,Ashok Kumar,Match17817,,
,Kristina Bernadette Cojuangco Aquino-Yap,Match13384,"Tatus Aldana
Ricardo Lee",
Drop Dead Sexy,Xander Berkeley,Match12802,"Paul Doiron
John Benjamin Martin
Michael Philip",
My Kid Could Paint That,Anthony Brunelli,D115047,Amir Bar-Lev,
,Dharmendra,Match18125,,
Rush Hour 2,u9673u6E2Fu751F (Chan Kong Sang),Match13975,Jeff Nathanson,
,,Match19168,George Walton Lucas Jr.,
Fly Me to the Moon,Kelly Maria Ripa,D115051,Domonic Paris,
,Faten Ahmed Hamama,Match18282,"Magdi Farid
Ahmed Kamel Morsi",
,Ryo Hazuki,D115053,,
Woman of the Year,Katharine Hepburn,Match12922,Michael Kanin,
,Patrice Fisher,D115055,Gregory Ramon Anderson,
Dr. Pyckle and Mr. Pryde,Arthur Stanley Jefferson,Match18587,Tay Garnett,
Swiss Family Robinson,Milton Reid,Match22733,Lowell S. Hawley,
,Halle Maria Berry,Match13884,Lisa Jones,
Caught in the Rain,Alice Howell,Match21497,,
3:10 to Yuma,Russell Ira Crowe,Match19985,Michael Brandt,
,Jonah and the Wailers,Match21933,Warren Foster,
,Milu,Match13390,Fernando Fragoso,
Plunder of Peach and Plum,Zhou Boxun,Match13848,Ying Yunwei,
2LDK,Maho Nonami,D115064,Yukihiko Tsutsumi,
Namak Haraam,Jatin Khanna,Match18405,,
,Mari Atsumi,Match12624,Kazuo Koike,
,Andrée Lumière,Match12822,,
,William James Murray,Match12031,Royce D. Applegate,
House of Himiko,Min Tanaka,Match18259,Aya Watanabe,
The Cure,Eric Campbell,Match17913,Maverick Terrell,
Friday the 13th: A New Beginning,Shavar Ross,Match19468,David Cohen,
,Erling Schroeder,Match18975,Fleming Lynge,
Bite the Bullet,Candice Patricia Bergen,Match18627,Richard Brooks,
Cold Fever,Lili Taylor,Match20903,"Friu00F0rik u00DEu00F3r Friu00F0riksson
Jim Stark",
102 Dalmatians,Glenn Close,Match17400,Brian Joseph Regan,
,Eric Shea,Match19001,Steven Allan Spielberg,
A Saintly Switch,,Match19733,"Sally Hampton
Haris Orkin",
Rollercoaster,George Segal,Match21442,Tommy Cook,
The Enemy,Lillian Diana Gish,Match22439,Agnes Christine Johnston,
Life Stinks,Jeffrey Michael Tambor,Match21233,Steve Haberman,
,Xiu00E0 Lu00ECng-Zhu00E8ng,Match20565,Sam Chi-leung,
Mahogany,"William December Williams, Jr.",Match15996,Toni Amber,
,,Match21368,George Walton Lucas Jr.,
,Eduardo Berri,Match18463,Carlos Aden,
,Ed McTaggart,Match12690,,
Silkwood,Cher,Match15573,Nora Ephron,
,Yoshio Nagahori,Match13069,Ryota Yamaguchi,
The Front,Allen Stewart Ku00F6nigsberg,Match17153,Walter Bernstein,
Young Bess,Jean Merilyn Simmons,Match20719,"Jan Lustig  
 Arthur Wimperis  

Margaret Irwin (novel)",
,Dharam Pishorimal Anand,Match22214,Inder Raj Anand,
,Vasanthi Chathurani,D115091,Eileen Siriwardene,
,Allen Goorwitz,D115092,Randal Viscovich,
Loophole,,D115093,"Story:
Dwight V. Babcock and George BrickerScreenplay:
",
Alive,David Cubitt,Match21817,John Patrick Shanley,
,Harold Herman Brix,Match21124,James Poe,
She Wolf of London,Don Porter,Match18399,George Bricker,
,Margot Kidder,Match15994,,
,Chief Dan George,Match20715,Sonia Chernus,
,Dick Shawn,Match21684,Robert Vincent O'Neill,
BAFTA Award for Best Film,Maria Doyle,Match15832,Dick Clement,
The Time Machine,Guy Edward Pearce,Match14006,John Logan (writer),
,Ajay Devgan,Match22133,Deepak Shivdasani,
,Akshaye Khanna,D115103,,
Gardish,Mukesh Rishi,D115104,Lohithadas,
P.S. I Love You,Gerard James Butler,D115105,Cecelia Ahern,
Jagged Edge,Glenn Close,Match19330,Joe Eszterhas,
National Lampoon's Senior Trip,Michael Blake (actor),Match19871,I. Marlene King,
The Naked Spur,Robert Bushnell Ryan,Match11528,Harold Jack Bloom,
,Shilpa Shetty,Match20295,"Raj Sinha,
Naseem Mukri",
Shock,Margaret Schuyler Fisher,Match21976,"Eugene Ling
Albert DeMond (story)
Martin Berkeley (additional dialogue)",
,William LeMassena,Match12159,Phoebe Ephron,
The Break-Up,Jennifer Aniston,Match22721,Vincent Anthony Vaughn,
Don't Look Back,Eric Stoltz,Match19426,Tom Epperson,
It Came from Outer Space,Russell David Johnson,Match21207,Ray Bradbury,
,Rod Taylor (actor),Match12001,George Seaton,
Bubot Niyar,,Match20503,Tomer Heymann,
,Barbara Bedford (actor),Match21053,Robert A. Dillon,
,Claudia Coli,Match21836,Patrice Chéreau,
Beat Girl,Gillian Hills,Match13595,Dail Ambler,
,Nell Craig,Match21353,,
Death Line,David Ladd,Match20487,Gary Sherman,
,Olivia Mary de Havilland,Match22528,Wallace Sullivan,
Silent Hill 2,,D115123,TBA,
Slap Shot,Strother Martin,Match21071,Nancy Dowd,
The End,Dominick DeLuise,D115125,Jerry Belson,
Pride of the Range,Thomas Hezikiah Mix,Match19176,,
,Valerie Boyle,Match12190,John van Bruggen,
Only You,Marisa Tomei,Match19939,Diane Drake,
"Au revoir, les enfants",Gaspard Manesse,Match19863,Louis Malle,
Mystery Men,"William Hall Macy, Jr.",Match12752,Bob Burden,
Deathdream,Lynn Carlin,Match21120,Alan Ormsby,
The Lovely Bones,Susan Abigail Tomalin,D115132,Fran Walsh,
,Todor Kolev,D115133,Svoboda Bachvarova,
The Magic Christian,Richard Henry Sellers,Match18174,Graham Arthur Chapman,
The Survivor,Robert Powell,Match13866,James Herbert,
Daikyoju00FB Gappa,Tamio Kawaji,Match19228,Gan Yamazaki,
The Offence,Trevor Howard,Match22444,John Hopkins,
I Am David,,Match20284,Paul Feig,
Blue Movie,Viva (Warhol Superstar),Match13038,Andy Warhol,
In the Realm of the Senses,Yasuko Matsui,Match13321,Nagisa Oshima,
The End of St Petersburg,V. Obolenskii,Match16884,Nathan Zarkhi,
Bugs Bunny: Superstar,Friz Freleng,Match22664,,
,Benny Hill,Match8265,Benny Hill,
,Muhammad Kutty,Match18166,Kamaluddin Mohammed,
,Alison Elliott,Match18143,Hossein Amini,
Okkadunnadu,Mahesh Manjrekar,D115146,Chandra Sekhar Yeleti,
A Tale of Two Sisters,Emily Jane Browning,D115147,Craig Rosenberg,
,Al Mulock,Match15927,Edgar Rice Burroughs,
Drowning Mona,Neve Adrianne Campbell,Match7053,Peter Steinfeld,
Good Morning,Kuniko Miyake,Match16452,Kôgo Noda,
,Bill Kaulitz,D115151,,
Les Amants du Pont-Neuf,Denis Lavant,Match15156,Leos Carax,
,William Dennis,Match22329,Max Abramson,
"Silent Night, Deadly Night",Britt Leach,Match16611,Paul Caimi,
Red Sonja,Ronald Lacey,Match20203,Robert E. Howard,
Hideous Kinky,Carrie Mullan,Match17643,"Esther Freud (novel)
Billy MacKinnon (screenplay)",
,Virginia Katherine McMath,Match21668,Allen Scott,
Roller Boogie,Stonewall W. Jackson,Match11790,Barry Schneider,
Brannigan,Daniel Pilon,Match20783,Christopher Trumbo,
Tuff Turf,Catya Sassoon,Match19801,"Greg Collins O'Neill
Murray Michaels
Jette Rinck",
The Paper,Spalding Gray,Match19192,David Koepp,
Alvin and the Chipmunks Meet the Wolfman,Elizabeth Guttman,Match11947,John Loy,
Guardie a ladri,Aldo Fabrizi,Match18042,Vitaliano Brancati,
Number One,Heather Burns,Match15139,Caroline Kava,
,Vichara Dany,D115165,,
,Cüneyt Ark?n,D115166,Ayu015Fe u015Easa,
Army of Darkness,Bruce Lorne Campbell,Match19295,Ivan Raimi,
,Leonidas Frank Chaney,Match21150,Edmund L. Hartmann,
The Life of Emile Zola,Edith Holm Sondergaard,Match17751,,
A Stranger is Watching,James Naughton,Match18970,Victor Miller,
Meantime,Timothy Simon Smith,D115171,Mike Leigh,
,Lucile Vasconcellos Langhanke,Match6413,Noel Langley,
City of the Living Dead,Fabrizio Jovine,Match12708,Dardano Sacchetti,
,Margaret E. Chan,Match17233,Jack Finney,
Fluttering Hearts,Eugene Pallette,Match16554,H. M. Walker,
,,Match19860,Mary Pat Kelly,
,Christopher Frank Carandini Lee,Match22169,Jimmy Sangster,
Rendition,Jacob Benjamin Gyllenhaal,D115178,Kelley Sane,
Ingmar Bergman Makes a Movie,,Match6984,,
"Ladies and Gentlemen, the Fabulous Stains",Elizabeth Guttman,Match17548,Nancy Dowd,
,Brenda Song,Match15176,,
,Neil Hamilton,Match17359,Mildred Cram,
Chicken Rice War,May Yee Lum,Match15228,Chee Kong Cheah,
Jack Be Nimble,Sarah Smuts-Kennedy,Match12657,Garth Maxwell,
When Will I Be Loved,Neve Adrianne Campbell,Match10883,James Toback,
Traffic Signal,Neetu Chandra,D115186,,
Eternal Sunshine of the Spotless Mind,Kirsten Caroline Dunst,Match17257,Pierre Bismuth,
Ride the Pink Horse,Dixie Wanda Hendrix,Match17765,Ben Hecht,
Constance,Katja Kean,Match17518,Knud Vesterskov,
,Dhanya Nayar,D115190,Cheran (director),
That's My Baby!,Matt Craven,Match14897,"John Bradshaw
Edie Yolles",
Monster-in-Law,Michael Vartan,Match14423,Anya Kockoff,
A Hobo's Christmas,Gerald Lee McRaney,D115193,"Joe Byrne
Jeb Rosebrook
",
Don't Play Us Cheap,,Match16172,Melvin Van Peebles,
,Yui Ichikawa,Match8239,Naoya Takayama,
,Julian Cheung,D115196,,
,Eric Marlon Bishop,Match12504,,
,,Match12270,Malcolm Stuart Boylan,
Stariki-razboyniki,Yuri Nikulin,Match10940,Emil Braginsky,
A Little Princess,Liesel Anne Pritzker,Match11677,Frances Hodgson Burnett,
,Susú Pecoraro,Match20149,Carlos Somigliana,
